          RA           DEC             R062             Z087 
 00.48.59.83  +40.16.26.89       29.0730329       30.2268983 
 00.49.00.87  +40.16.11.69       26.7308459       27.6455836 
 00.48.54.23  +40.17.48.78       28.8647373       30.1055582 
 00.48.57.68  +40.16.58.31       26.4937720       27.4302486 
 00.48.54.43  +40.17.45.85       29.1937569       30.5758805 
 00.48.56.76  +40.17.11.67       28.6627916       29.7405709 
 00.48.54.21  +40.17.48.97       28.9244960       30.0892308 
 00.48.54.62  +40.17.42.98       28.5923090       29.5179161 
 00.48.54.69  +40.17.41.88       28.0510872       29.0419110 
 00.48.55.54  +40.17.29.47       27.9115699       29.0545658 
 00.48.58.67  +40.16.43.66       29.2642546       30.3529034 
 00.48.56.36  +40.17.17.36       29.1298655       30.1859059 
 00.49.00.81  +40.16.12.20       29.4952351       30.4425811 
 00.49.01.80  +40.15.57.75       29.7479198       30.6409187 
 00.49.02.82  +40.15.42.76       29.5030481       30.2112664 
 00.48.55.84  +40.17.24.91       28.9064416       30.2342181 
 00.49.02.21  +40.15.51.64       28.2691264       29.5425557 
 00.49.01.13  +40.16.07.49       28.7986438       29.9199009 
 00.48.55.71  +40.17.26.71       25.3223090       26.2479161 
 00.48.57.20  +40.17.04.86       29.2613285       30.3282384 
 00.49.01.75  +40.15.58.22       28.1225503       29.1242435 
 00.49.01.88  +40.15.56.34       29.2649937       30.1362537 
 00.48.54.64  +40.17.42.24       29.5723090       30.4979161 
 00.48.56.94  +40.17.08.71       28.2466829       29.6505455 
 00.49.01.33  +40.16.04.35       28.2901068       29.4222333 
 00.49.04.18  +40.15.22.67       28.5537720       29.4902486 
 00.48.56.16  +40.17.20.08       28.9603481       30.1685607 
 00.48.56.94  +40.17.08.59       29.1157177       30.2152359 
 00.48.57.18  +40.17.05.06       29.2927764       30.8162028 
 00.48.59.29  +40.16.34.14       27.1366981       28.0949136 
 00.49.00.82  +40.16.11.79       28.6608459       29.5755836 
 00.48.53.88  +40.17.53.31       28.6137720       29.5502486 
 00.48.57.16  +40.17.05.32       29.1957328       29.8496040 
 00.48.57.48  +40.17.00.64       28.5362003       29.7878907 
 00.48.59.75  +40.16.27.48       28.9918112       30.2108932 
 00.49.04.12  +40.15.23.37       28.5393677       29.8888831 
 00.48.57.59  +40.16.59.01       29.0198655       30.0759059 
 00.49.04.19  +40.15.22.31       28.8235307       29.6839212 
 00.49.00.75  +40.16.12.70       28.3196242       29.2995785 
 00.49.02.24  +40.15.50.90       28.9708459       29.8855836 
 00.49.03.80  +40.15.28.03       20.9938175       20.5933528 
 00.48.54.98  +40.17.37.13       29.0866981       30.0449136 
 00.48.55.13  +40.17.34.87       28.5505894       29.8348881 
 00.48.58.77  +40.16.41.63       29.1066981       30.0649136 
 00.48.59.98  +40.16.23.92       27.1954764       28.2189085 
 00.48.58.54  +40.16.44.92       29.5744960       30.7392308 
 00.49.01.52  +40.16.01.31       23.5359742       24.2659314 
 00.49.02.42  +40.15.48.04       27.7325503       28.7342435 
 00.49.02.39  +40.15.48.46       28.3984025       29.4435735 
 00.49.01.10  +40.16.07.28       26.9949937       27.8662537 
 00.48.56.94  +40.17.08.18       25.3120676       26.1615887 
 00.48.57.37  +40.17.01.93       28.7247373       29.9655582 
 00.48.54.64  +40.17.41.81       28.7210872       29.7119110 
 00.48.59.57  +40.16.29.60       27.9154764       28.9389085 
 00.48.55.51  +40.17.28.97       28.7259590       29.9015633 
 00.48.57.53  +40.16.59.48       29.2103330       30.8641927 
 00.49.00.22  +40.16.20.13       28.3803481       29.5885607 
 00.49.00.50  +40.16.16.01       29.2947373       30.5355582 
 00.48.54.76  +40.17.39.90       29.1513285       30.2182384 
 00.48.58.39  +40.16.46.81       28.9306046       29.7692562 
 00.49.01.50  +40.16.01.18       28.6371807       29.7475684 
 00.48.57.95  +40.16.53.00       26.9196242       27.8995785 
 00.48.59.94  +40.16.23.91       28.8015699       29.9445658 
 00.49.02.79  +40.15.42.18       29.3584025       30.4035735 
 00.48.53.75  +40.17.54.51       24.1693829       25.0732511 
 00.49.03.46  +40.15.32.31       29.3142546       30.4029034 
 00.48.56.24  +40.17.17.94       28.8581611       29.8272461 
 00.49.01.71  +40.15.58.03       28.9418263       29.7152613 
 00.48.56.54  +40.17.13.61       28.6140133       29.6265760 
 00.48.58.43  +40.16.45.95       28.5640133       29.5765760 
 00.49.02.27  +40.15.49.69       28.6801068       29.8122333 
 00.49.03.19  +40.15.36.29       28.3159590       29.4915633 
 00.49.04.06  +40.15.23.48       28.5369394       29.5712410 
 00.48.56.45  +40.17.14.81       28.1944960       29.3592308 
 00.49.00.75  +40.16.11.90       22.4760045       22.3146675 
 00.48.59.56  +40.16.29.24       28.3927916       29.4705709 
 00.49.03.64  +40.15.29.38       28.3364568       29.2185862 
 00.48.57.85  +40.16.54.20       29.2232894       30.0075938 
 00.49.01.51  +40.16.00.51       28.5932742       29.8232257 
 00.49.01.74  +40.15.57.09       28.7293677       30.0788831 
 00.49.02.55  +40.15.45.25       28.5303481       29.7385607 
 00.48.55.84  +40.17.23.47       28.9291264       30.2025557 
 00.48.58.60  +40.16.43.10       28.6230329       29.7768983 
 00.49.02.50  +40.15.45.91       28.8976785       29.7145912 
 00.49.03.99  +40.15.24.15       29.6366981       30.5949136 
 00.48.53.81  +40.17.53.09       29.1625503       30.1642435 
 00.49.00.03  +40.16.22.16       29.0901068       30.2222333 
 00.49.03.35  +40.15.33.57       28.9344960       30.0992308 
 00.49.03.04  +40.15.38.02       25.1486589       25.8242689 
 00.49.03.97  +40.15.24.42       28.2381611       29.2072461 
 00.48.54.06  +40.17.49.37       28.5227916       29.6005709 
 00.49.04.14  +40.15.21.82       28.5669394       29.6012410 
 00.48.56.65  +40.17.11.42       26.4381611       27.4072461 
 00.49.01.92  +40.15.54.19       28.6223090       29.5479161 
 00.49.03.02  +40.15.38.17       28.2227916       29.3005709 
 00.48.57.40  +40.17.00.21       26.9406046       27.7792562 
 00.49.00.88  +40.16.09.26       28.5862003       29.8378907 
 00.49.00.98  +40.16.07.75       28.4279047       29.7665506 
 00.48.54.69  +40.17.39.72       29.7654764       30.7889085 
 00.48.55.29  +40.17.30.99       29.4135155       30.7195531 
 00.48.54.61  +40.17.40.91       28.7859590       29.9615633 
 00.48.58.13  +40.16.49.34       27.1257177       28.2252359 
 00.48.59.00  +40.16.36.61       28.6662003       29.9178907 
 00.48.54.64  +40.17.40.34       29.5376785       30.3545912 
 00.48.56.83  +40.17.08.37       28.4320525       29.7272206 
 00.48.58.70  +40.16.40.96       29.4037720       30.3402486 
 00.48.59.46  +40.16.29.87       29.4142698       30.0572715 
 00.49.02.24  +40.15.49.15       29.2466981       30.2049136 
 00.48.58.67  +40.16.41.30       29.6011024       30.1462791 
 00.49.03.42  +40.15.31.82       28.3647373       29.6055582 
 00.48.54.40  +40.17.43.71       28.6408459       29.5555836 
 00.49.00.17  +40.16.19.32       29.0654612       30.5345404 
 00.49.01.70  +40.15.56.88       28.3279047       29.6665506 
 00.49.02.97  +40.15.38.31       28.4854764       29.5089085 
 00.49.04.23  +40.15.19.81       28.1952351       29.1425811 
 00.49.00.36  +40.16.16.36       29.5237720       30.4602486 
 00.49.02.44  +40.15.46.00       29.6247524       30.4199263 
 00.48.56.82  +40.17.08.14       29.6284176       30.2279415 
 00.48.59.32  +40.16.31.56       29.3206046       30.1592562 
 00.49.00.17  +40.16.19.11       29.4640285       30.0309441 
 00.49.00.45  +40.16.15.01       28.8076785       29.6245912 
 00.49.01.77  +40.15.55.68       28.9849937       29.8562537 
 00.49.02.07  +40.15.51.22       28.4247373       29.6655582 
 00.49.03.05  +40.15.36.88       26.9391416       27.7669237 
 00.48.54.58  +40.17.40.86       28.7325503       29.7342435 
 00.48.59.91  +40.16.22.90       23.7662155       24.5722588 
 00.49.02.55  +40.15.44.07       28.6076634       29.8702232 
 00.48.55.99  +40.17.20.12       29.1584025       30.2035735 
 00.49.02.57  +40.15.43.82       30.0303784       30.3472969 
 00.49.03.11  +40.15.35.76       29.1796242       30.1595785 
 00.49.00.11  +40.16.19.79       28.9735155       30.2795531 
 00.49.02.40  +40.15.46.25       28.2325503       29.2342435 
 00.48.56.21  +40.17.16.82       27.8362155       28.6422588 
 00.48.57.08  +40.17.04.05       29.1010721       30.5375430 
 00.49.01.80  +40.15.54.97       28.6193677       29.9688831 
 00.48.58.08  +40.16.49.39       29.4325351       30.8798754 
 00.48.59.05  +40.16.35.07       28.1327916       29.2105709 
 00.49.00.25  +40.16.17.63       28.6827916       29.7605709 
 00.49.03.91  +40.15.23.91       28.3084025       29.3535735 
 00.48.53.62  +40.17.54.50       29.9037872       30.3946167 
 00.48.59.60  +40.16.27.04       25.4030177       27.0025302 
 00.49.03.13  +40.15.35.37       28.4545111       29.1735989 
 00.48.54.69  +40.17.38.84       28.4444960       29.6092308 
 00.48.54.83  +40.17.36.72       27.1925503       28.1942435 
 00.48.57.47  +40.16.58.07       28.5344960       29.6992308 
 00.49.02.20  +40.15.48.86       28.9844808       30.5948627 
 00.48.59.08  +40.16.34.51       28.7593677       30.1088831 
 00.49.02.50  +40.15.44.40       28.6006046       29.4392562 
 00.48.55.92  +40.17.20.61       28.5584025       29.6035735 
 00.48.57.08  +40.17.03.68       27.9571807       29.0675684 
 00.49.03.45  +40.15.30.36       28.8615699       30.0045658 
 00.48.54.88  +40.17.35.73       28.6127916       29.6905709 
 00.49.03.92  +40.15.23.39       28.6447373       29.8855582 
 00.48.55.52  +40.17.26.29       28.4359590       29.6115633 
 00.49.03.13  +40.15.34.97       29.3584025       30.4035735 
 00.48.57.07  +40.17.03.57       28.3244960       29.4892308 
 00.49.04.06  +40.15.21.21       29.4562155       30.2622588 
 00.48.56.80  +40.17.07.43       29.1589002       29.9105963 
 00.48.57.51  +40.16.57.16       29.4157177       30.5152359 
 00.48.58.38  +40.16.44.36       28.4284025       29.4735735 
 00.49.02.03  +40.15.50.93       28.6493677       29.9988831 
 00.49.03.12  +40.15.35.04       29.3496242       30.3295785 
 00.49.03.64  +40.15.27.29       28.5927916       29.6705709 
 00.48.53.63  +40.17.53.85       28.1827916       29.2605709 
 00.48.54.27  +40.17.44.41       29.1266981       30.0849136 
 00.49.00.76  +40.16.09.54       25.0740133       26.0865760 
 00.48.55.09  +40.17.32.35       29.5386589       30.2142689 
 00.49.02.69  +40.15.41.19       29.6147524       30.4099263 
 00.48.53.82  +40.17.50.88       28.9986438       30.1199009 
 00.48.56.25  +40.17.15.40       28.4320525       29.7272206 
 00.48.56.38  +40.17.13.35       29.2323090       30.1579161 
 00.48.54.39  +40.17.42.49       29.2523090       30.1779161 
 00.48.55.34  +40.17.28.59       29.4915547       31.0801978 
 00.48.57.93  +40.16.50.75       28.7105894       29.9948881 
 00.49.00.86  +40.16.07.81       28.8271656       30.3832003 
 00.49.01.82  +40.15.53.77       29.6915699       30.8345658 
 00.49.02.11  +40.15.49.57       20.8032894       21.5875938 
 00.49.03.61  +40.15.27.57       29.4293829       30.3332511 
 00.48.55.85  +40.17.21.13       28.9230329       30.0768983 
 00.48.57.22  +40.17.01.03       28.3115699       29.4545658 
 00.48.59.02  +40.16.34.70       28.4547373       29.6955582 
 00.49.00.13  +40.16.18.50       27.9291416       28.7569237 
 00.49.01.84  +40.15.53.44       28.5210872       29.5119110 
 00.49.03.13  +40.15.34.50       25.5362609       25.0053630 
 00.48.55.41  +40.17.27.45       29.0301068       30.1622333 
 00.49.04.13  +40.15.19.71       25.1062155       25.9122588 
 00.48.56.24  +40.17.15.23       29.2942546       30.3829034 
 00.48.58.32  +40.16.44.86       28.6576634       29.9202232 
 00.48.59.03  +40.16.34.50       29.1740133       30.1865760 
 00.48.59.52  +40.16.27.28       29.5045111       30.2235989 
 00.49.02.70  +40.15.40.63       29.1669394       30.2012410 
 00.48.53.52  +40.17.54.96       28.9105894       30.1948881 
 00.48.56.03  +40.17.18.28       29.1496242       30.1295785 
 00.49.01.15  +40.16.03.37       27.3652351       28.3125811 
 00.49.00.00  +40.16.20.09       25.1823090       26.1079161 
 00.49.03.36  +40.15.30.94       28.5603481       29.7685607 
 00.49.03.69  +40.15.26.10       29.2010721       30.6375430 
 00.48.56.60  +40.17.09.81       28.3703481       29.5785607 
 00.49.02.86  +40.15.38.20       28.6201068       29.7522333 
 00.48.57.14  +40.17.01.82       29.2813285       30.3482384 
 00.48.57.79  +40.16.52.35       28.9520676       29.8015887 
 00.48.59.01  +40.16.34.50       29.5123090       30.4379161 
 00.48.59.51  +40.16.27.12       28.9213437       29.5426065 
 00.49.01.18  +40.16.02.68       29.2744960       30.4392308 
 00.48.59.83  +40.16.22.38       28.7310721       30.1675430 
 00.49.01.29  +40.16.00.95       29.1971807       30.3075684 
 00.48.55.53  +40.17.25.30       29.5957328       30.2496040 
 00.48.58.64  +40.16.39.73       28.5803481       29.7885607 
 00.48.58.76  +40.16.37.77       29.1108459       30.0255836 
 00.48.53.70  +40.17.51.75       29.2739982       30.7322079 
 00.48.55.76  +40.17.21.61       27.9293829       28.8332511 
 00.48.55.32  +40.17.27.93       29.5359590       30.7115633 
 00.48.58.65  +40.16.39.34       29.6388851       30.8362283 
 00.49.02.47  +40.15.43.36       29.0125351       30.4598754 
 00.49.02.94  +40.15.36.43       30.1952502       30.6969492 
 00.48.53.92  +40.17.48.47       28.6664568       29.5485862 
 00.48.57.33  +40.16.58.59       28.4993829       29.4032511 
 00.49.00.77  +40.16.08.18       27.7898503       29.2915379 
 00.49.01.45  +40.15.58.25       28.5571807       29.6675684 
 00.48.53.49  +40.17.54.73       29.0508459       29.9655836 
 00.49.01.55  +40.15.56.72       28.3018112       29.5208932 
 00.48.53.98  +40.17.47.55       29.0979198       29.9909187 
 00.48.55.41  +40.17.26.53       29.3710872       30.3619110 
 00.49.00.14  +40.16.17.30       28.2796242       29.2595785 
 00.48.57.94  +40.16.49.33       29.6462155       30.4522588 
 00.49.02.97  +40.15.35.67       29.8784176       30.4779415 
 00.49.03.47  +40.15.28.42       29.0132894       29.7975938 
 00.48.54.51  +40.17.39.49       30.0903633       30.8529288 
 00.48.57.69  +40.16.52.97       27.4537720       28.3902486 
 00.49.02.12  +40.15.48.03       28.2669394       29.3012410 
 00.48.57.40  +40.16.57.23       29.4191416       30.2469237 
 00.49.01.15  +40.16.02.22       29.2935155       30.5995531 
 00.49.04.05  +40.15.19.71       28.5293829       29.4332511 
 00.49.01.76  +40.15.53.14       28.4208611       28.8899517 
 00.49.01.79  +40.15.52.72       28.9774220       30.1638958 
 00.49.00.57  +40.16.10.64       28.6100917       30.1878653 
 00.49.02.36  +40.15.44.31       28.8703481       30.0785607 
 00.48.56.99  +40.17.02.94       29.3125503       30.3142435 
 00.49.00.57  +40.16.10.52       28.7476482       30.4558551 
 00.49.00.93  +40.16.05.26       29.7574069       31.3895277 
 00.49.03.48  +40.15.27.89       28.5688851       29.7662283 
 00.48.56.36  +40.17.12.16       29.2896242       30.2695785 
 00.48.55.12  +40.17.30.15       29.3330329       30.4868983 
 00.48.57.74  +40.16.51.90       27.7681460       29.1828780 
 00.48.58.24  +40.16.44.48       28.4015699       29.5445658 
 00.48.58.25  +40.16.44.38       28.3313285       29.3982384 
 00.48.56.44  +40.17.10.89       29.2944960       30.4592308 
 00.48.59.88  +40.16.20.50       29.0657177       30.1652359 
 00.49.00.60  +40.16.09.96       28.5771807       29.6875684 
 00.48.53.80  +40.17.49.43       29.0944960       30.2592308 
 00.48.58.88  +40.16.35.12       28.2898655       29.3459059 
 00.48.59.10  +40.16.31.78       29.2815699       30.4245658 
 00.49.00.50  +40.16.11.28       28.3037720       29.2402486 
 00.49.01.70  +40.15.53.78       25.2859742       26.0159314 
 00.48.55.33  +40.17.27.03       29.1486438       30.2699009 
 00.49.00.85  +40.16.06.15       28.7447373       29.9855582 
 00.49.01.03  +40.16.03.50       29.3291416       30.1569237 
 00.49.02.96  +40.15.35.29       29.3547524       30.1499263 
 00.48.54.78  +40.17.34.85       29.1744960       30.3392308 
 00.48.58.57  +40.16.39.43       29.2505894       30.5348881 
 00.49.01.35  +40.15.58.74       28.6698655       29.7259059 
 00.49.03.95  +40.15.20.69       29.0679198       29.9609187 
 00.48.57.61  +40.16.53.47       28.4901068       29.6222333 
 00.48.59.25  +40.16.29.47       28.3642546       29.4529034 
 00.49.00.39  +40.16.12.68       27.2144960       28.3792308 
 00.49.01.91  +40.15.50.42       30.0174372       30.7582638 
 00.48.57.04  +40.17.01.67       29.4693526       31.2645150 
 00.48.57.80  +40.16.50.67       29.7001220       30.3866014 
 00.48.59.12  +40.16.31.24       30.3493980       30.8076192 
 00.48.53.68  +40.17.50.83       28.7644960       29.9292308 
 00.48.54.05  +40.17.45.44       29.4584025       30.5035735 
 00.48.56.22  +40.17.13.62       28.7276785       29.5445912 
 00.48.56.24  +40.17.13.35       28.5503481       29.7585607 
 00.49.00.15  +40.16.16.15       29.0884025       30.1335735 
 00.48.55.48  +40.17.24.37       28.1642546       29.2529034 
 00.48.57.29  +40.16.57.87       29.2335307       30.0939212 
 00.48.59.74  +40.16.22.03       29.7935307       30.6539212 
 00.49.04.07  +40.15.18.69       29.0691416       29.8969237 
 00.48.58.86  +40.16.34.89       29.0362003       30.2878907 
 00.49.04.09  +40.15.18.36       29.3157177       30.4152359 
 00.48.53.43  +40.17.54.30       29.1154764       30.1389085 
 00.48.59.55  +40.16.24.80       25.4808459       26.3955836 
 00.48.55.53  +40.17.23.62       29.3435155       30.6495531 
 00.48.57.79  +40.16.50.42       29.0608459       29.9755836 
 00.48.56.66  +40.17.06.97       28.6462003       29.8978907 
 00.49.01.35  +40.15.58.23       29.0993677       30.4488831 
 00.48.55.55  +40.17.23.10       29.2937569       30.6758805 
 00.48.57.99  +40.16.47.48       26.0735307       26.9339212 
 00.49.02.58  +40.15.40.24       28.2123090       29.1379161 
 00.48.53.83  +40.17.48.27       28.9052199       30.2982130 
 00.48.54.90  +40.17.32.56       27.9286438       29.0499009 
 00.48.56.07  +40.17.15.37       29.4344960       30.5992308 
 00.48.59.55  +40.16.24.40       29.2664265       31.0398500 
 00.48.58.84  +40.16.34.76       28.4039982       29.8622079 
 00.48.58.86  +40.16.34.47       27.9003481       29.1085607 
 00.49.00.27  +40.16.13.94       28.9981611       29.9672461 
 00.49.01.04  +40.16.02.58       28.7084025       29.7535735 
 00.49.01.12  +40.16.01.39       29.3901068       30.5222333 
 00.49.02.66  +40.15.38.92       29.1952351       30.1425811 
 00.49.03.87  +40.15.21.08       27.5074220       28.6938958 
 00.48.53.98  +40.17.45.91       28.9340133       29.9465760 
 00.48.58.04  +40.16.46.38       29.0315699       30.1745658 
 00.49.01.33  +40.15.58.23       28.6586438       29.7799009 
 00.49.00.25  +40.16.14.13       28.2408459       29.1555836 
 00.49.00.74  +40.16.06.92       28.8723090       29.7979161 
 00.49.03.04  +40.15.33.19       28.4544960       29.6192308 
 00.48.53.59  +40.17.51.47       28.8274220       30.0138958 
 00.48.56.21  +40.17.13.22       28.9713285       30.0382384 
 00.48.56.58  +40.17.07.72       27.3547373       28.5955582 
 00.48.58.73  +40.16.36.20       29.5349786       30.8518856 
 00.48.56.02  +40.17.15.86       29.3159590       30.4915633 
 00.48.57.26  +40.16.57.66       29.0052351       29.9525811 
 00.48.58.84  +40.16.34.64       29.1913285       30.2582384 
 00.48.57.56  +40.16.53.28       29.2513285       30.3182384 
 00.49.00.04  +40.16.17.05       29.2986438       30.4199009 
 00.49.02.16  +40.15.46.02       29.3079047       30.6465506 
 00.49.03.11  +40.15.31.98       28.1115699       29.2545658 
 00.48.55.95  +40.17.16.75       29.2832742       30.5132257 
 00.48.59.93  +40.16.18.56       29.4913285       30.5582384 
 00.48.55.37  +40.17.25.13       28.6969394       29.7312410 
 00.48.54.26  +40.17.41.37       27.8727916       28.9505709 
 00.48.53.74  +40.17.48.94       28.8084025       29.8535735 
 00.49.03.46  +40.15.26.59       24.6945111       25.4135989 
 00.48.54.41  +40.17.39.15       25.7979047       27.1365506 
 00.48.55.48  +40.17.23.45       28.0811782       26.3981195 
 00.48.54.06  +40.17.44.03       28.5074220       29.6938958 
 00.48.54.55  +40.17.36.90       29.0105894       30.2948881 
 00.49.00.89  +40.16.04.07       29.2186438       30.3399009 
 00.49.01.78  +40.15.51.13       28.8862003       30.1378907 
 00.49.00.01  +40.16.16.79       28.0284025       29.0735735 
 00.48.59.94  +40.16.17.84       28.7871656       30.3432003 
 00.48.56.15  +40.17.13.20       28.9622938       30.3335480 
 00.48.56.36  +40.17.10.09       28.7535155       30.0595531 
 00.49.00.17  +40.16.14.30       25.5303633       26.2929288 
 00.49.02.88  +40.15.34.62       28.5388851       29.7362283 
 00.48.53.75  +40.17.48.24       28.4223241       28.9022842 
 00.49.02.71  +40.15.37.10       29.2066981       30.1649136 
 00.48.56.22  +40.17.12.02       28.4130329       29.5668983 
 00.48.56.91  +40.17.01.99       29.3769394       30.4112410 
 00.48.55.90  +40.17.16.64       28.8842546       29.9729034 
 00.48.58.47  +40.16.38.98       25.4749937       26.3462537 
 00.48.56.79  +40.17.03.55       28.9864568       29.8685862 
 00.48.59.60  +40.16.22.35       30.0435307       30.9039212 
 00.49.00.74  +40.16.05.65       29.2888851       30.4862283 
 00.48.57.93  +40.16.46.85       29.6164568       30.4985862 
 00.49.00.76  +40.16.05.42       29.2518112       30.4708932 
 00.49.01.63  +40.15.52.66       28.8686438       29.9899009 
 00.49.01.77  +40.15.50.59       29.2083873       30.6992054 
 00.48.54.46  +40.17.37.40       29.5127916       30.5905709 
 00.48.55.62  +40.17.20.46       29.4835307       30.3439212 
 00.48.56.37  +40.17.09.49       29.0810872       30.0719110 
 00.48.58.84  +40.16.33.42       29.1947373       30.4355582 
 00.48.59.21  +40.16.27.98       28.7303481       29.9385607 
 00.48.59.71  +40.16.20.63       29.6344960       30.7992308 
 00.48.55.76  +40.17.18.37       28.1888851       29.3862283 
 00.48.58.81  +40.16.33.74       27.3857025       28.9308678 
 00.48.54.49  +40.17.36.86       28.2510721       29.6875430 
 00.48.54.64  +40.17.34.68       29.1140133       30.1265760 
 00.48.57.18  +40.16.57.51       28.7927916       29.8705709 
 00.48.59.40  +40.16.25.09       29.6852351       30.6325811 
 00.49.02.37  +40.15.41.54       27.8703481       29.0785607 
 00.48.58.20  +40.16.42.53       28.8637720       29.8002486 
 00.48.53.72  +40.17.48.03       23.8830481       24.5912664 
 00.48.57.28  +40.16.55.97       28.0613285       29.1282384 
 00.48.54.81  +40.17.32.01       28.5966829       30.0005455 
 00.49.01.96  +40.15.47.31       29.2206046       30.0592562 
 00.49.02.87  +40.15.34.09       25.0311024       25.5762791 
 00.48.56.15  +40.17.12.31       28.3840133       29.3965760 
 00.48.54.31  +40.17.39.32       28.9847373       30.2255582 
 00.49.01.06  +40.16.00.45       28.0325503       29.0342435 
 00.48.54.03  +40.17.43.34       28.7432742       29.9732257 
 00.48.55.87  +40.17.16.44       27.7364568       28.6185862 
 00.48.59.45  +40.16.23.99       24.5762155       25.3822588 
 00.48.59.50  +40.16.23.15       29.4123090       30.3379161 
 00.49.03.53  +40.15.24.31       28.6910872       29.6819110 
 00.48.55.67  +40.17.19.15       26.8593829       27.7632511 
 00.48.58.25  +40.16.41.45       29.1815699       30.3245658 
 00.49.00.59  +40.16.07.10       28.3657177       29.4652359 
 00.49.01.10  +40.15.59.64       28.4774220       29.6638958 
 00.48.58.79  +40.16.33.41       28.9984025       30.0435735 
 00.48.53.85  +40.17.45.65       27.9201068       29.0522333 
 00.48.59.47  +40.16.23.44       29.2957177       30.3952359 
 00.48.54.09  +40.17.42.06       28.0259590       29.2015633 
 00.48.58.42  +40.16.38.80       29.8054764       30.8289085 
 00.49.03.66  +40.15.21.98       29.3942698       30.0372715 
 00.48.59.86  +40.16.17.55       29.3808459       30.2955836 
 00.48.56.20  +40.17.11.07       28.3203481       29.5285607 
 00.49.02.10  +40.15.44.71       27.8757177       28.9752359 
 00.48.54.58  +40.17.34.68       28.7605894       30.0448881 
 00.48.56.25  +40.17.10.28       28.0076634       29.2702232 
 00.48.57.40  +40.16.53.39       27.5525351       28.9998754 
 00.49.01.46  +40.15.54.05       28.4659590       29.6415633 
 00.49.02.97  +40.15.31.81       29.1813285       30.2482384 
 00.48.59.29  +40.16.25.55       28.9698655       30.0259059 
 00.49.03.50  +40.15.23.86       29.3640133       30.3765760 
 00.48.55.62  +40.17.19.17       28.8735155       30.1795531 
 00.48.57.18  +40.16.56.24       29.3215699       30.4645658 
 00.48.59.97  +40.16.15.46       28.8835155       30.1895531 
 00.49.01.47  +40.15.53.54       28.5805894       29.8648881 
 00.48.59.31  +40.16.25.06       25.1179198       26.0109187 
 00.48.55.38  +40.17.22.49       28.3425503       29.3442435 
 00.48.59.67  +40.16.19.65       28.2725503       29.2742435 
 00.49.00.02  +40.16.14.58       29.2476634       30.5102232 
 00.48.59.89  +40.16.16.41       29.6357177       30.7352359 
 00.49.00.22  +40.16.11.56       28.1403633       28.9029288 
 00.48.54.51  +40.17.35.14       26.7496242       27.7295785 
 00.48.58.15  +40.16.41.83       29.3962306       29.7566268 
 00.49.01.66  +40.15.50.28       29.2752351       30.2225811 
 00.49.00.08  +40.16.13.43       29.3079198       30.2009187 
 00.49.00.09  +40.16.13.26       29.3457177       30.4452359 
 00.48.55.79  +40.17.16.08       28.9664568       29.8485862 
 00.48.54.07  +40.17.41.21       27.9908308       29.3512156 
 00.48.59.12  +40.16.27.31       28.9749937       29.8462537 
 00.49.00.73  +40.16.03.82       28.9393829       29.8432511 
 00.49.02.99  +40.15.30.72       27.7598655       28.8159059 
 00.48.54.12  +40.17.40.41       27.4908308       28.8512156 
 00.48.54.09  +40.17.40.84       27.9571807       29.0675684 
 00.48.55.84  +40.17.15.24       28.7003481       29.9085607 
 00.48.57.14  +40.16.56.25       29.1269394       30.1612410 
 00.48.57.75  +40.16.47.16       29.4403481       30.6485607 
 00.48.58.60  +40.16.34.70       29.2822938       30.6535480 
 00.48.57.83  +40.16.46.01       29.7015699       30.8445658 
 00.49.00.27  +40.16.10.24       27.4281611       28.3972461 
 00.48.56.20  +40.17.09.74       29.8081611       30.7772461 
 00.48.56.92  +40.16.59.25       29.2771807       30.3875684 
 00.49.01.84  +40.15.47.12       28.4364568       29.3185862 
 00.48.58.58  +40.16.34.87       28.9501068       30.0822333 
 00.48.59.16  +40.16.26.41       29.7137720       30.6502486 
 00.49.00.43  +40.16.07.72       28.4064416       29.7342181 
 00.48.56.17  +40.17.09.93       29.4798655       30.5359059 
 00.49.00.03  +40.16.13.51       24.8203633       25.5829288 
 00.48.54.31  +40.17.37.13       28.5703481       29.7785607 
 00.49.03.17  +40.15.27.40       28.5186438       29.6399009 
 00.48.55.31  +40.17.22.55       29.2927916       30.3705709 
 00.49.02.55  +40.15.36.43       29.5306046       30.3692562 
 00.48.55.76  +40.17.15.84       27.1015547       28.6901978 
 00.48.56.89  +40.16.59.32       27.9471807       29.0575684 
 00.48.58.77  +40.16.31.84       29.5020525       30.7972206 
 00.49.00.63  +40.16.04.40       28.5532742       29.7832257 
 00.48.55.28  +40.17.22.78       29.4666981       30.4249136 
 00.48.55.68  +40.17.16.85       28.4774220       29.6638958 
 00.49.01.98  +40.15.44.66       27.7803481       28.9885607 
 00.48.59.28  +40.16.24.04       29.2020676       30.0515887 
 00.49.02.38  +40.15.38.72       29.5398807       30.1502740 
 00.49.00.01  +40.16.13.34       28.7054764       29.7289085 
 00.49.00.50  +40.16.06.20       23.6340739       22.8640483 
 00.48.56.39  +40.17.06.28       28.8942546       29.9829034 
 00.48.58.65  +40.16.33.14       29.1047373       30.3455582 
 00.49.03.24  +40.15.26.02       28.9286438       30.0499009 
 00.49.00.02  +40.16.13.08       29.5266981       30.4849136 
 00.48.58.28  +40.16.38.46       28.7132742       29.9432257 
