          RA           DEC             R062             Z087 
 00.49.01.45  +40.15.52.11       27.6240133       28.6365760 
 00.49.02.64  +40.15.34.56       28.2498655       29.3059059 
 00.48.56.75  +40.17.00.90       28.3120525       29.6072206 
 00.49.02.85  +40.15.31.50       29.8537872       30.3446167 
 00.48.55.07  +40.17.25.39       28.7347373       29.9755582 
 00.48.55.81  +40.17.14.49       28.5374220       29.7238958 
 00.49.02.55  +40.15.35.79       28.6496242       29.6295785 
 00.49.02.67  +40.15.34.09       29.7464719       30.1829542 
 00.48.58.06  +40.16.41.60       28.6979198       29.5909187 
 00.49.01.13  +40.15.56.57       29.3452351       30.2925811 
 00.49.01.83  +40.15.46.39       28.9230329       30.0768983 
 00.49.00.81  +40.16.01.25       28.4327916       29.5105709 
 00.49.01.48  +40.15.51.46       28.2269394       29.2612410 
 00.49.01.63  +40.15.49.15       28.8162155       29.6222588 
 00.49.02.52  +40.15.36.14       28.9903481       30.1985607 
 00.49.01.58  +40.15.49.85       29.2669394       30.3012410 
 00.48.58.24  +40.16.38.66       27.9664568       28.8485862 
 00.49.02.71  +40.15.33.24       29.2771807       30.3875684 
 00.48.56.81  +40.16.59.60       27.1669394       28.2012410 
 00.49.01.24  +40.15.54.69       28.8037720       29.7402486 
 00.48.55.70  +40.17.15.88       28.5764568       29.4585862 
 00.48.55.80  +40.17.14.33       28.5069243       29.9868729 
 00.48.57.16  +40.16.54.39       29.1193980       29.5776192 
 00.49.03.48  +40.15.21.87       28.4013285       29.4682384 
 00.48.57.70  +40.16.46.49       29.3637720       30.3002486 
 00.49.00.88  +40.15.59.85       29.0227916       30.1005709 
 00.49.02.28  +40.15.39.44       28.8310872       29.8219110 
 00.49.03.35  +40.15.23.75       28.2913285       29.3582384 
 00.48.58.67  +40.16.32.12       28.2515699       29.3945658 
 00.48.56.11  +40.17.09.55       29.2225503       30.2242435 
 00.48.56.97  +40.16.56.97       29.3023090       30.2279161 
 00.48.55.31  +40.17.21.13       28.7798503       30.2815379 
 00.48.57.03  +40.16.56.04       29.1166981       30.0749136 
 00.48.58.57  +40.16.33.36       29.0903481       30.2985607 
 00.48.59.33  +40.16.22.25       27.9566981       28.9149136 
 00.48.59.60  +40.16.18.35       29.3242698       29.9672715 
 00.49.03.38  +40.15.22.90       29.0008459       29.9155836 
 00.49.03.51  +40.15.20.93       26.3896242       27.3695785 
 00.48.57.58  +40.16.47.84       27.8515699       28.9945658 
 00.48.59.09  +40.16.25.67       29.3783873       30.8692054 
 00.49.02.38  +40.15.37.47       27.9730329       29.1268983 
 00.49.02.74  +40.15.32.13       28.9049937       29.7762537 
 00.49.03.20  +40.15.25.37       28.1284025       29.1735735 
 00.49.03.08  +40.15.27.03       27.9142395       29.4485353 
 00.48.56.85  +40.16.58.33       28.8318112       30.0508932 
 00.48.58.08  +40.16.40.32       28.7840133       29.7965760 
 00.49.02.67  +40.15.33.08       28.8179198       29.7109187 
 00.48.58.35  +40.16.36.21       28.2830329       29.4368983 
 00.49.01.24  +40.15.53.87       28.2247373       29.4655582 
 00.49.02.43  +40.15.36.50       28.0345111       28.7535989 
 00.48.56.26  +40.17.06.75       29.4201068       30.5522333 
 00.48.59.00  +40.16.26.61       25.7998655       26.8559059 
 00.48.57.67  +40.16.46.00       28.5532742       29.7832257 
 00.48.59.65  +40.16.17.05       27.4584025       28.5035735 
 00.49.00.82  +40.15.59.94       28.4988851       29.6962283 
 00.49.01.62  +40.15.48.12       28.9852351       29.9325811 
 00.48.56.93  +40.16.56.72       29.4010872       30.3919110 
 00.48.57.77  +40.16.44.44       28.4030329       29.5568983 
 00.49.00.34  +40.16.06.73       28.3369394       29.3712410 
 00.48.57.92  +40.16.42.14       24.3662155       25.1722588 
 00.48.59.47  +40.16.19.44       29.8749937       30.7462537 
 00.48.57.12  +40.16.53.81       28.5771807       29.6875684 
 00.48.58.31  +40.16.36.40       25.1408459       26.0555836 
 00.49.01.05  +40.15.56.21       26.7508156       28.5568475 
 00.49.01.89  +40.15.43.88       29.2562003       30.5078907 
 00.48.56.69  +40.17.00.06       28.2037720       29.1402486 
 00.48.58.18  +40.16.38.16       28.4110872       29.4019110 
 00.48.59.36  +40.16.20.91       28.8130329       29.9668983 
 00.48.59.96  +40.16.12.07       29.6100917       31.1878653 
 00.49.03.12  +40.15.25.88       29.7091567       30.0912918 
 00.49.00.48  +40.16.04.41       29.3754764       30.3989085 
 00.49.02.47  +40.15.35.25       24.0076785       24.8245912 
 00.48.57.09  +40.16.54.13       28.9528067       29.5849390 
 00.48.59.85  +40.16.13.62       29.6128067       30.2449390 
 00.48.58.67  +40.16.30.92       29.4908459       30.4055836 
 00.49.00.55  +40.16.03.23       23.3379501       23.3396548 
 00.48.56.16  +40.17.07.43       28.7757177       29.8752359 
 00.48.59.71  +40.16.15.46       27.6396242       28.6195785 
 00.49.03.48  +40.15.20.37       28.8525351       30.2998754 
 00.48.57.42  +40.16.48.97       29.6813437       30.3026065 
 00.49.00.12  +40.16.09.49       28.0954764       29.1189085 
 00.48.56.49  +40.17.02.51       29.0483873       30.5392054 
 00.48.56.72  +40.16.59.00       28.7388851       29.9362283 
 00.48.58.59  +40.16.31.63       29.6086438       30.7299009 
 00.48.57.05  +40.16.54.17       27.2508308       28.6112156 
 00.48.57.53  +40.16.47.23       28.6659590       29.8415633 
 00.48.58.14  +40.16.38.18       29.6079047       30.9465506 
 00.48.56.65  +40.16.59.94       28.9381460       30.3528780 
 00.48.59.37  +40.16.20.13       29.1910872       30.1819110 
 00.49.01.57  +40.15.48.00       29.3627916       30.4405709 
 00.48.57.16  +40.16.52.56       29.4903330       31.1441927 
 00.49.00.33  +40.16.06.08       29.2993829       30.2032511 
 00.49.00.88  +40.15.58.00       28.4586438       29.5799009 
 00.48.57.02  +40.16.54.49       29.3974220       30.5838958 
 00.48.58.93  +40.16.26.46       27.1505894       28.4348881 
 00.48.59.78  +40.16.14.02       28.7444960       29.9092308 
 00.48.57.72  +40.16.44.19       29.0832742       30.3132257 
 00.48.59.67  +40.16.15.68       29.5662155       30.3722588 
 00.48.56.66  +40.16.59.67       28.7254612       30.1945404 
 00.49.02.85  +40.15.28.99       28.6425503       29.6442435 
 00.48.56.48  +40.17.02.17       29.2354612       30.7045404 
 00.48.56.87  +40.16.56.38       24.6149937       25.4862537 
 00.48.58.29  +40.16.35.61       29.2130329       30.3668983 
 00.49.00.05  +40.16.09.95       28.0179198       28.9109187 
 00.49.02.39  +40.15.35.55       28.6325503       29.6342435 
 00.48.57.61  +40.16.45.56       28.7288851       29.9262283 
 00.48.57.62  +40.16.45.22       29.2354764       30.2589085 
 00.49.01.96  +40.15.41.75       28.9625503       29.9642435 
 00.49.00.19  +40.16.07.56       29.4147524       30.2099263 
 00.48.58.75  +40.16.28.58       29.3176634       30.5802232 
 00.49.00.91  +40.15.56.81       24.8762155       25.6822588 
 00.48.57.72  +40.16.43.49       28.0840133       29.0965760 
 00.48.57.53  +40.16.46.16       28.4696242       29.4495785 
 00.48.59.35  +40.16.19.55       29.2984025       30.3435735 
 00.48.59.99  +40.16.10.10       27.8342546       28.9229034 
 00.49.03.43  +40.15.19.78       29.1240133       30.1365760 
 00.48.57.78  +40.16.42.36       29.9123241       30.3922842 
 00.48.59.77  +40.16.13.21       28.3105894       29.5948881 
 00.48.59.23  +40.16.21.15       29.2783873       30.7692054 
 00.49.00.43  +40.16.03.41       29.2313285       30.2982384 
 00.48.59.21  +40.16.21.35       27.8379047       29.1765506 
 00.48.58.52  +40.16.31.42       29.5210872       30.5119110 
 00.48.57.04  +40.16.52.88       27.8942546       28.9829034 
 00.49.02.76  +40.15.29.22       29.0918112       30.3108932 
 00.48.58.07  +40.16.37.79       28.6732742       29.9032257 
 00.48.58.42  +40.16.32.68       29.0954764       30.1189085 
 00.49.00.16  +40.16.07.30       29.3188851       30.5162283 
 00.48.58.50  +40.16.31.41       28.9679198       29.8609187 
 00.48.58.15  +40.16.36.52       28.7074069       30.3395277 
 00.48.59.45  +40.16.17.44       29.2349937       30.1062537 
 00.49.02.77  +40.15.28.76       27.3793829       28.2832511 
 00.48.57.88  +40.16.40.27       26.6308459       27.5455836 
 00.48.59.05  +40.16.23.09       29.4159742       30.1459314 
 00.49.00.82  +40.15.57.27       29.0113285       30.0782384 
 00.49.00.67  +40.15.59.37       29.3898655       30.4459059 
 00.49.01.15  +40.15.52.30       28.7030329       29.8568983 
 00.48.57.69  +40.16.42.97       27.7584025       28.8035735 
 00.48.57.94  +40.16.39.22       28.1359590       29.3115633 
 00.48.58.64  +40.16.29.06       29.2213285       30.2882384 
 00.49.01.50  +40.15.47.13       28.3771807       29.4875684 
 00.48.58.91  +40.16.24.99       28.7923090       29.7179161 
 00.48.59.16  +40.16.21.26       29.2008459       30.1155836 
 00.48.59.55  +40.16.15.49       29.9591416       30.7869237 
 00.49.02.32  +40.15.34.81       28.4064416       29.7342181 
 00.48.59.60  +40.16.14.50       28.5315699       29.6745658 
 00.48.57.64  +40.16.43.27       29.5642546       30.6529034 
 00.49.00.02  +40.16.08.31       28.7384025       29.7835735 
 00.48.58.33  +40.16.33.01       26.8264416       28.1542181 
 00.49.03.17  +40.15.22.07       28.6825654       29.2386116 
 00.49.01.03  +40.15.53.31       28.9127916       29.9905709 
 00.48.59.12  +40.16.21.27       29.3696242       30.3495785 
 00.49.02.95  +40.15.25.17       28.2566981       29.2149136 
 00.48.57.82  +40.16.40.13       24.5291416       25.3569237 
 00.48.59.28  +40.16.18.86       29.4627916       30.5405709 
 00.48.59.46  +40.16.16.07       28.2735307       29.1339212 
 00.49.02.34  +40.15.33.95       29.2427764       30.7662028 
 00.48.59.56  +40.16.14.61       28.8281460       30.2428780 
 00.49.00.13  +40.16.06.33       28.6162003       29.8678907 
 00.48.57.95  +40.16.38.12       29.4703481       30.6785607 
 00.49.00.31  +40.16.03.47       29.0327916       30.1105709 
 00.49.02.64  +40.15.29.36       28.8545111       29.5735989 
 00.49.01.55  +40.15.45.16       28.0918112       29.3108932 
 00.48.58.28  +40.16.33.14       28.9364568       29.8185862 
 00.48.59.30  +40.16.18.13       29.1991264       30.4725557 
 00.49.01.21  +40.15.50.05       29.3508308       30.7112156 
 00.49.01.57  +40.15.44.70       28.2354764       29.2589085 
 00.48.59.11  +40.16.20.64       28.0135307       28.8739212 
 00.48.58.89  +40.16.23.82       28.7544960       29.9192308 
 00.48.59.67  +40.16.12.34       28.9566981       29.9149136 
 00.49.02.21  +40.15.35.10       28.7786438       29.8999009 
 00.49.00.67  +40.15.57.76       27.3615699       28.5045658 
 00.49.00.04  +40.16.06.79       29.9810872       30.9719110 
 00.49.02.14  +40.15.36.09       28.5610872       29.5519110 
 00.49.02.46  +40.15.31.16       28.8215699       29.9645658 
 00.48.59.60  +40.16.13.12       28.8469394       29.8812410 
 00.49.01.10  +40.15.51.02       28.7647373       30.0055582 
 00.48.59.48  +40.16.14.81       28.8923090       29.8179161 
 00.49.00.81  +40.15.55.25       28.5303481       29.7385607 
 00.49.02.58  +40.15.29.11       28.3259590       29.5015633 
 00.49.03.41  +40.15.16.97       29.2698655       30.3259059 
 00.48.59.42  +40.16.15.30       26.9369394       27.9712410 
 00.49.02.85  +40.15.25.14       29.3820525       30.6772206 
 00.49.01.59  +40.15.43.55       28.5125503       29.5142435 
 00.49.03.20  +40.15.19.91       28.8459590       30.0215633 
 00.49.01.27  +40.15.48.02       29.5493677       30.8988831 
 00.49.00.24  +40.16.02.93       29.3403481       30.5485607 
 00.49.01.22  +40.15.48.60       29.5735307       30.4339212 
 00.49.02.93  +40.15.23.54       28.2630329       29.4168983 
 00.49.01.02  +40.15.51.42       29.2503481       30.4585607 
 00.49.00.03  +40.16.05.90       29.3447373       30.5855582 
 00.49.00.09  +40.16.05.02       28.9235155       30.2295531 
 00.48.59.80  +40.16.09.21       28.6920676       29.5415887 
 00.49.00.95  +40.15.52.24       29.9203633       30.6829288 
 00.49.01.69  +40.15.41.34       29.3564568       30.2385862 
 00.48.59.17  +40.16.18.22       28.5301068       29.6622333 
 00.48.59.45  +40.16.14.18       29.2054764       30.2289085 
 00.49.01.39  +40.15.45.73       29.0437720       29.9802486 
 00.49.03.18  +40.15.19.54       29.4408459       30.3555836 
 00.49.00.69  +40.15.55.93       28.5415699       29.6845658 
 00.49.00.74  +40.15.55.12       28.8254764       29.8489085 
 00.49.02.93  +40.15.23.09       27.2535307       28.1139212 
 00.49.00.23  +40.16.02.65       29.0796242       30.0595785 
 00.49.03.37  +40.15.16.53       28.6625503       29.6642435 
 00.49.01.68  +40.15.41.23       28.3274220       29.5138958 
 00.49.01.91  +40.15.37.91       27.1908459       28.1055836 
 00.49.02.32  +40.15.31.95       28.3727916       29.4505709 
 00.49.00.85  +40.15.53.33       29.1035155       30.4095531 
 00.49.00.24  +40.16.02.19       25.3169394       26.3512410 
 00.49.02.69  +40.15.26.29       29.1408459       30.0555836 
 00.49.03.35  +40.15.16.70       28.3244960       29.4892308 
 00.48.59.63  +40.16.11.10       28.4027916       29.4805709 
 00.49.01.05  +40.15.50.24       29.7176785       30.5345912 
 00.49.00.52  +40.15.57.93       29.0059590       30.1815633 
 00.49.02.59  +40.15.27.43       29.4423090       30.3679161 
 00.49.02.84  +40.15.23.84       28.2242546       29.3129034 
 00.49.02.88  +40.15.23.24       29.3562003       30.6078907 
 00.49.02.90  +40.15.22.87       28.6684025       29.7135735 
 00.49.03.35  +40.15.16.33       29.1547373       30.3955582 
 00.49.02.20  +40.15.33.08       28.2710872       29.2619110 
 00.49.02.66  +40.15.26.29       28.2806046       29.1192562 
 00.49.00.32  +40.16.00.56       28.1537720       29.0902486 
 00.49.03.44  +40.15.14.83       29.1418112       30.3608932 
 00.49.01.54  +40.15.42.51       28.8942546       29.9829034 
 00.49.03.50  +40.15.13.77       28.0071807       29.1175684 
 00.49.03.40  +40.15.15.11       29.0622938       30.4335480 
 00.49.01.03  +40.15.49.70       27.7427916       28.8205709 
 00.49.02.34  +40.15.30.43       29.2881611       30.2572461 
 00.49.02.40  +40.15.29.66       29.3410721       30.7775430 
 00.49.00.29  +40.16.00.37       28.6135155       29.9195531 
 00.49.02.85  +40.15.22.90       27.8454764       28.8689085 
 00.49.03.16  +40.15.17.96       29.3859590       30.5615633 
 00.49.03.27  +40.15.16.32       28.9062155       29.7122588 
 00.49.02.09  +40.15.33.58       28.8396242       29.8195785 
 00.49.01.66  +40.15.39.74       28.9844960       30.1492308 
 00.49.02.58  +40.15.26.19       27.4437569       28.8258805 
 00.49.03.32  +40.15.15.37       28.7313285       29.7982384 
 00.49.03.37  +40.15.14.46       28.6996242       29.6795785 
 00.49.01.48  +40.15.42.07       30.1533197       30.0463299 
 00.49.02.14  +40.15.32.41       29.0396242       30.0195785 
 00.49.02.46  +40.15.27.48       28.1989002       28.9505963 
 00.49.02.73  +40.15.23.42       28.3713285       29.4382384 
 00.49.03.06  +40.15.18.57       29.2132742       30.4432257 
 00.49.03.42  +40.15.13.32       27.7210872       28.7119110 
 00.49.02.20  +40.15.31.05       28.4710872       29.4619110 
 00.49.02.45  +40.15.27.47       28.9957177       30.0952359 
 00.49.01.37  +40.15.43.14       28.2225503       29.2242435 
 00.49.03.32  +40.15.14.45       28.6101068       29.7422333 
 00.49.02.61  +40.15.24.67       28.2259590       29.4015633 
 00.49.03.20  +40.15.15.42       29.4496242       30.4295785 
 00.49.01.63  +40.15.38.26       29.3301068       30.4622333 
 00.49.03.27  +40.15.14.22       28.8705894       30.1548881 
 00.49.02.78  +40.15.21.33       29.2062155       30.0122588 
 00.49.03.39  +40.15.12.40       29.5779198       30.4709187 
 00.49.02.54  +40.15.24.79       28.1908459       29.1055836 
 00.49.02.30  +40.15.27.85       24.9289002       25.6805963 
 00.49.03.16  +40.15.15.25       28.9262003       30.1778907 
 00.49.02.17  +40.15.29.66       27.7813285       28.8482384 
 00.49.02.25  +40.15.28.29       29.1893677       30.5388831 
 00.49.02.57  +40.15.23.61       27.9130329       29.0668983 
 00.49.03.24  +40.15.12.92       29.0718263       29.8452613 
 00.49.03.22  +40.15.13.02       28.4196242       29.3995785 
 00.49.03.27  +40.15.11.62       29.2025503       30.2042435 
 00.49.16.01  +40.17.11.70       29.2981611       30.2672461 
 00.49.12.60  +40.17.59.57       28.4927764       30.0162028 
 00.49.09.44  +40.18.45.50       29.4020828       29.8059568 
 00.49.07.22  +40.18.55.74       28.9459590       30.1215633 
 00.49.06.42  +40.19.06.66       29.1120525       30.4072206 
 00.49.09.97  +40.18.09.60       28.8979350       29.3452867 
 00.49.11.47  +40.17.46.49       28.2013285       29.2682384 
 00.49.11.25  +40.17.41.62       28.7215547       30.3101978 
 00.49.08.48  +40.18.11.93       30.1526261       28.9260839 
 00.49.03.52  +40.19.08.79       29.0679047       30.4065506 
 00.49.10.09  +40.17.28.43       29.2398655       30.2959059 
 00.49.04.18  +40.18.49.29       29.4198958       29.5846421 
 00.49.08.84  +40.17.34.69       28.7340133       29.7465760 
