# File generated by CMD 3.2 (http://stev.oapd.inaf.it/cmd) on Fri Mar  8 04:16:14 CET 2019
# PARSEC isochrones, release v1.1 (Bressan et al. 2012)
# Basic reference: Bressan et al. (2012), MNRAS, 427, 127
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: CFHT/Megacam <i>u*g'r'i'z'</i>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
# Zini logAge Mini int_IMF  Mass   logL    logTe  logg  label 	 mbolmag  u*mag   g'mag   r'mag   i'mag   z'mag
0.041517 9.978 1.1071524620 3.1671264172    1.012  3.262  3.4751  0.033    4 -3.386 3.734 3.483 1.616 -0.910 -2.093
0.041517 9.978 1.1071531773 3.1671266556    1.011  3.268  3.4741  0.023    4 -3.401 3.741 3.489 1.614 -0.911 -2.097
0.041517 9.978 1.1071532965 3.1671266556    1.011  3.235  3.4794  0.078    4 -3.317 3.707 3.460 1.624 -0.904 -2.074
0.041517 9.978 1.1071535349 3.1671266556    1.011  3.241  3.4785  0.068    4 -3.332 3.713 3.465 1.622 -0.906 -2.078
0.041517 9.978 1.1071536541 3.1671266556    1.011  3.260  3.4755  0.037    4 -3.379 3.731 3.480 1.616 -0.911 -2.092
0.041517 9.978 1.1071538925 3.1671266556    1.011  3.277  3.4728  0.009    4 -3.423 3.752 3.497 1.611 -0.912 -2.102
0.041517 9.978 1.1071542501 3.1671268940    1.011  3.295  3.4698 -0.022    4 -3.468 3.776 3.515 1.606 -0.913 -2.112
0.041517 9.978 1.1071547270 3.1671268940    1.010  3.286  3.4713 -0.006    4 -3.445 3.764 3.507 1.609 -0.912 -2.106
0.041517 9.978 1.1071548462 3.1671268940    1.010  3.235  3.4793  0.077    4 -3.317 3.708 3.461 1.624 -0.904 -2.073
0.041517 9.978 1.1071549654 3.1671268940    1.010  3.234  3.4795  0.078    4 -3.315 3.708 3.460 1.625 -0.903 -2.073
0.041517 9.978 1.1071552038 3.1671268940    1.010  3.255  3.4764  0.045    4 -3.366 3.725 3.475 1.617 -0.910 -2.089
0.041517 9.978 1.1071554422 3.1671271324    1.010  3.273  3.4735  0.015    4 -3.413 3.746 3.493 1.612 -0.912 -2.100
0.041517 9.978 1.1071556807 3.1671271324    1.010  3.291  3.4707 -0.014    4 -3.456 3.768 3.509 1.606 -0.913 -2.110
0.041517 9.978 1.1071562767 3.1671271324    1.009  3.282  3.4721  0.000    4 -3.435 3.757 3.501 1.609 -0.913 -2.105
0.041517 9.978 1.1071563959 3.1671273708    1.009  3.241  3.4785  0.067    4 -3.332 3.713 3.465 1.622 -0.906 -2.078
0.041517 9.978 1.1071565151 3.1671273708    1.009  3.241  3.4784  0.066    4 -3.333 3.714 3.466 1.622 -0.906 -2.078
0.041517 9.978 1.1071566343 3.1671273708    1.009  3.275  3.4733  0.012    4 -3.417 3.748 3.494 1.611 -0.913 -2.102
0.041517 9.978 1.1071567535 3.1671273708    1.009  3.293  3.4703 -0.018    4 -3.463 3.771 3.511 1.605 -0.914 -2.112
0.041517 9.978 1.1071569920 3.1671273708    1.009  3.311  3.4673 -0.048    4 -3.508 3.790 3.520 1.597 -0.925 -2.131
0.041517 9.978 1.1071572304 3.1671273708    1.008  3.329  3.4644 -0.078    4 -3.552 3.807 3.528 1.590 -0.937 -2.150
0.041517 9.978 1.1071577072 3.1671276093    1.008  3.334  3.4635 -0.087    4 -3.566 3.813 3.531 1.588 -0.941 -2.156
0.041517 9.978 1.1071578264 3.1671276093    1.008  3.307  3.4681 -0.042    4 -3.498 3.785 3.517 1.598 -0.923 -2.127
0.041517 9.978 1.1071579456 3.1671276093    1.008  3.250  3.4771  0.052    4 -3.354 3.722 3.472 1.620 -0.908 -2.085
0.041517 9.978 1.1071581841 3.1671276093    1.007  3.265  3.4748  0.027    4 -3.393 3.736 3.484 1.613 -0.913 -2.097
0.041517 9.978 1.1071583033 3.1671276093    1.007  3.285  3.4717 -0.005    4 -3.443 3.759 3.502 1.607 -0.915 -2.108
0.041517 9.978 1.1071585417 3.1671278477    1.007  3.305  3.4685 -0.038    4 -3.493 3.782 3.516 1.599 -0.922 -2.125
0.041517 9.978 1.1071587801 3.1671278477    1.007  3.326  3.4650 -0.073    4 -3.545 3.804 3.526 1.591 -0.936 -2.147
0.041517 9.978 1.1071591377 3.1671278477    1.007  3.342  3.4623 -0.099    4 -3.584 3.820 3.533 1.584 -0.946 -2.164
0.041517 9.978 1.1071594954 3.1671278477    1.006  3.310  3.4678 -0.046    4 -3.506 3.784 3.515 1.594 -0.928 -2.132
0.041517 9.978 1.1071596146 3.1671280861    1.006  3.265  3.4749  0.027    4 -3.394 3.734 3.482 1.612 -0.915 -2.099
0.041517 9.978 1.1071597338 3.1671280861    1.006  3.278  3.4729  0.006    4 -3.426 3.749 3.494 1.608 -0.916 -2.106
0.041517 9.978 1.1071598530 3.1671280861    1.006  3.296  3.4700 -0.023    4 -3.470 3.773 3.512 1.603 -0.916 -2.115
0.041517 9.978 1.1071600914 3.1671280861    1.006  3.318  3.4663 -0.060    4 -3.526 3.795 3.521 1.593 -0.931 -2.139
0.041517 9.978 1.1071602106 3.1671280861    1.006  3.337  3.4632 -0.091    4 -3.571 3.814 3.530 1.586 -0.943 -2.159
0.041517 9.978 1.1071605682 3.1671280861    1.005  3.351  3.4609 -0.115    4 -3.607 3.829 3.537 1.580 -0.953 -2.174
0.041517 9.978 1.1071610451 3.1671283245    1.005  3.342  3.4624 -0.100    4 -3.585 3.819 3.532 1.583 -0.947 -2.165
0.041517 9.978 1.1071611643 3.1671283245    1.005  3.275  3.4731  0.009    4 -3.418 3.752 3.497 1.613 -0.911 -2.101
0.041517 9.978 1.1071612835 3.1671283245    1.005  3.295  3.4701 -0.022    4 -3.467 3.775 3.514 1.605 -0.913 -2.112
0.041517 9.978 1.1071615219 3.1671283245    1.005  3.308  3.4679 -0.044    4 -3.499 3.788 3.520 1.600 -0.922 -2.126
0.041517 9.978 1.1071616411 3.1671283245    1.004  3.331  3.4641 -0.083    4 -3.558 3.811 3.530 1.589 -0.939 -2.152
0.041517 9.978 1.1071618795 3.1671285629    1.004  3.336  3.4638 -0.088    4 -3.569 3.808 3.525 1.583 -0.946 -2.161
0.041517 9.978 1.1071621180 3.1671285629    1.004  3.366  3.4585 -0.140    4 -3.645 3.838 3.538 1.574 -0.970 -2.197
0.041517 9.978 1.1071625948 3.1671285629    1.003  3.375  3.4564 -0.157    4 -3.667 3.850 3.548 1.582 -0.976 -2.208
0.041517 9.978 1.1071627140 3.1671285629    1.003  3.353  3.4599 -0.122    4 -3.612 3.843 3.547 1.587 -0.948 -2.172
0.041517 9.978 1.1071628332 3.1671288013    1.003  3.274  3.4730  0.009    4 -3.415 3.756 3.501 1.617 -0.907 -2.096
0.041517 9.978 1.1071630716 3.1671288013    1.003  3.291  3.4705 -0.017    4 -3.456 3.774 3.514 1.609 -0.910 -2.108
0.041517 9.978 1.1071631908 3.1671288013    1.003  3.317  3.4670 -0.058    4 -3.523 3.788 3.515 1.589 -0.935 -2.142
0.041517 9.978 1.1071634293 3.1671288013    1.003  3.353  3.4609 -0.119    4 -3.613 3.826 3.532 1.575 -0.958 -2.180
0.041517 9.978 1.1071636677 3.1671288013    1.002  3.397  3.4531 -0.194    4 -3.723 3.858 3.547 1.575 -1.005 -2.246
0.041517 9.978 1.1071639061 3.1671290398    1.002  3.432  3.4468 -0.254    4 -3.809 3.866 3.554 1.583 -1.050 -2.308
0.041517 9.978 1.1071643829 3.1671290398    1.001  3.449  3.4436 -0.284    4 -3.853 3.866 3.558 1.591 -1.074 -2.342
0.041517 9.978 1.1071645021 3.1671290398    1.001  3.415  3.4498 -0.226    4 -3.768 3.867 3.552 1.577 -1.026 -2.275
# Zini logAge Mini int_IMF  Mass   logL    logTe  logg  label 	 mbolmag  u*mag   g'mag   r'mag   i'mag   z'mag
0.041517 10.021 0.1000000089 1.5704021454    0.100 -2.915  3.4802  5.226    0 12.058 17.774 15.652 14.402 12.587 11.835
0.041517 10.021 0.1199999899 1.7478251457    0.120 -2.697  3.5016  5.173    0 11.513 16.655 14.643 13.427 11.850 11.209
0.041517 10.021 0.1400000006 1.8958495855    0.140 -2.535  3.5149  5.131    0 11.109 15.961 13.992 12.804 11.351 10.768
0.041517 10.021 0.1599999964 2.0211524963    0.160 -2.402  3.5244  5.094    0 10.776 15.449 13.504 12.340 10.962 10.415
0.041517 10.021 0.2000000179 2.2217824459    0.200 -2.191  3.5376  5.033    0 10.248 14.711 12.787 11.667 10.367 9.864
0.041517 10.021 0.2500000000 2.4080901146    0.250 -1.994  3.5487  4.977    0 9.756 14.075 12.148 11.057 9.824 9.356
0.041517 10.021 0.2726869583 2.4760875702    0.273 -1.922  3.5527  4.959    0 9.575 13.850 11.915 10.832 9.625 9.170
0.041517 10.021 0.3000000119 2.5475041866    0.300 -1.841  3.5571  4.936    0 9.372 13.603 11.656 10.579 9.404 8.963
0.041517 10.021 0.3499999940 2.6555202007    0.350 -1.718  3.5641  4.908    0 9.064 13.229 11.254 10.180 9.064 8.648
0.041517 10.021 0.4159587622 2.7651252747    0.416 -1.579  3.5729  4.879    0 8.718 12.805 10.790 9.717 8.678 8.294
0.041517 10.021 0.4327320457 2.7884941101    0.433 -1.542  3.5753  4.869    0 8.624 12.692 10.667 9.595 8.576 8.200
0.041517 10.021 0.4499999881 2.8109800816    0.450 -1.507  3.5775  4.860    0 8.537 12.585 10.552 9.481 8.480 8.111
0.041517 10.021 0.4549666643 2.8171751499    0.455 -1.494  3.5784  4.855    0 8.504 12.546 10.508 9.438 8.444 8.078
0.041517 10.021 0.4656042159 2.8300609589    0.466 -1.468  3.5802  4.847    0 8.440 12.467 10.421 9.352 8.372 8.013
0.041517 10.021 0.4763995707 2.8426308632    0.476 -1.443  3.5820  4.839    0 8.379 12.391 10.337 9.267 8.304 7.951
0.041517 10.021 0.4884569049 2.8561041355    0.489 -1.417  3.5840  4.832    0 8.312 12.309 10.246 9.175 8.230 7.884
0.041517 10.021 0.5000000000 2.8684780598    0.500 -1.392  3.5858  4.824    0 8.250 12.233 10.160 9.089 8.161 7.821
0.041517 10.021 0.5497021675 2.9163718224    0.549 -1.261  3.5956  4.773    0 7.922 11.830 9.712 8.643 7.800 7.492
0.041517 10.021 0.5648232102 2.9294073582    0.565 -1.221  3.5991  4.760    0 7.823 11.702 9.570 8.502 7.688 7.393
0.041517 10.021 0.5994042754 2.9569499493    0.599 -1.134  3.6070  4.729    0 7.604 11.415 9.255 8.189 7.444 7.174
0.041517 10.021 0.6276119947 2.9773526192    0.628 -1.057  3.6147  4.704    0 7.413 11.153 8.970 7.909 7.231 6.985
0.041517 10.021 0.6491063833 2.9917886257    0.649 -1.000  3.6205  4.685    0 7.270 10.955 8.760 7.702 7.073 6.845
0.041517 10.021 0.6643839478 3.0014986992    0.664 -0.956  3.6256  4.671    0 7.161 10.790 8.592 7.539 6.952 6.738
0.041517 10.021 0.6949213743 3.0196659565    0.695 -0.870  3.6359  4.645    0 6.944 10.448 8.259 7.218 6.713 6.528
0.041517 10.021 0.6988085508 3.0218677521    0.699 -0.859  3.6372  4.642    0 6.917 10.403 8.217 7.177 6.683 6.501
0.041517 10.021 0.7205192447 3.0337426662    0.721 -0.794  3.6458  4.625    0 6.754 10.111 7.956 6.934 6.503 6.343
0.041517 10.021 0.7427703142 3.0452141762    0.743 -0.728  3.6544  4.606    0 6.590 9.799 7.693 6.699 6.324 6.181
0.041517 10.021 0.7485106587 3.0480661392    0.749 -0.711  3.6566  4.602    0 6.548 9.717 7.626 6.640 6.278 6.140
0.041517 10.021 0.7673397660 3.0571308136    0.767 -0.654  3.6643  4.586    0 6.405 9.431 7.398 6.447 6.123 5.999
0.041517 10.021 0.7949618697 3.0696742535    0.795 -0.570  3.6755  4.562    0 6.195 9.010 7.072 6.180 5.899 5.793
0.041517 10.021 0.7982128263 3.0710947514    0.798 -0.560  3.6768  4.559    0 6.170 8.961 7.034 6.149 5.873 5.769
0.041517 10.021 0.8217872977 3.0810511112    0.821 -0.486  3.6865  4.537    0 5.986 8.600 6.759 5.928 5.681 5.590
0.041517 10.021 0.8428869247 3.0894784927    0.842 -0.421  3.6949  4.516    0 5.822 8.287 6.522 5.738 5.512 5.431
0.041517 10.021 0.8479149342 3.0914232731    0.847 -0.405  3.6969  4.511    0 5.783 8.213 6.466 5.693 5.472 5.394
0.041517 10.021 0.8692781925 3.0994296074    0.869 -0.337  3.7049  4.486    0 5.613 7.907 6.234 5.503 5.299 5.231
0.041517 10.021 0.8909706473 3.1071569920    0.890 -0.268  3.7125  4.458    0 5.441 7.611 6.007 5.314 5.126 5.067
0.041517 10.021 0.8976170421 3.1094481945    0.897 -0.247  3.7147  4.449    0 5.388 7.523 5.939 5.256 5.073 5.016
0.041517 10.021 0.9027884603 3.1112067699    0.902 -0.230  3.7163  4.441    0 5.346 7.456 5.886 5.212 5.031 4.976
0.041517 10.021 0.9149706364 3.1152691841    0.914 -0.191  3.7200  4.422    0 5.248 7.300 5.764 5.106 4.933 4.882
0.041517 10.021 0.9264973998 3.1190123558    0.926 -0.154  3.7233  4.404    0 5.156 7.160 5.652 5.009 4.841 4.794
0.041517 10.021 0.9376092553 3.1225314140    0.937 -0.119  3.7261  4.385    0 5.067 7.029 5.546 4.916 4.753 4.709
0.041517 10.021 0.9473192096 3.1255373955    0.947 -0.089  3.7283  4.368    0 4.991 6.920 5.457 4.836 4.677 4.636
0.041517 10.021 0.9484610558 3.1258866787    0.948 -0.085  3.7285  4.366    0 4.982 6.907 5.447 4.827 4.668 4.627
0.041517 10.021 0.9577840567 3.1287071705    0.957 -0.054  3.7304  4.347    0 4.906 6.803 5.359 4.748 4.592 4.553
0.041517 10.021 0.9718466401 3.1328563690    0.971 -0.005  3.7334  4.316    0 4.781 6.634 5.218 4.620 4.469 4.433
0.041517 10.021 0.9756870866 3.1339681149    0.975  0.009  3.7342  4.307    0 4.747 6.588 5.179 4.585 4.435 4.400
0.041517 10.021 0.9856396317 3.1368081570    0.985  0.046  3.7358  4.281    0 4.655 6.473 5.078 4.491 4.344 4.311
0.041517 10.021 0.9970213175 3.1399848461    0.997  0.090  3.7372  4.248    0 4.546 6.342 4.961 4.380 4.236 4.204
0.041517 10.021 1.0029788017 3.1416180134    1.002  0.113  3.7376  4.228    0 4.486 6.276 4.899 4.321 4.177 4.145
0.041517 10.021 1.0105141401 3.1436541080    1.010  0.145  3.7376  4.200    0 4.409 6.196 4.821 4.243 4.099 4.067
0.041517 10.021 1.0130488873 3.1443316936    1.012  0.155  3.7375  4.190    0 4.382 6.170 4.795 4.217 4.073 4.041
0.041517 10.021 1.0192785263 3.1459815502    1.019  0.181  3.7370  4.165    0 4.318 6.109 4.733 4.154 4.009 3.976
0.041517 10.021 1.0257809162 3.1476805210    1.025  0.208  3.7358  4.136    0 4.250 6.055 4.671 4.088 3.940 3.906
0.041517 10.021 1.0314768553 3.1491496563    1.031  0.232  3.7342  4.108    0 4.190 6.015 4.620 4.031 3.881 3.845
0.041517 10.021 1.0360840559 3.1503252983    1.035  0.251  3.7316  4.081    0 4.143 5.999 4.587 3.988 3.833 3.794
0.041517 10.021 1.0411981344 3.1516172886    1.040  0.269  3.7268  4.045    0 4.097 6.017 4.568 3.950 3.788 3.743
0.041517 10.021 1.0463721752 3.1529102325    1.045  0.284  3.7193  4.003    0 4.060 6.079 4.573 3.927 3.752 3.698
0.041517 10.021 1.0467233658 3.1529974937    1.046  0.284  3.7183  3.998    0 4.059 6.092 4.578 3.928 3.751 3.696
0.041517 10.021 1.0507439375 3.1539921761    1.049  0.289  3.7069  3.949    0 4.046 6.247 4.639 3.940 3.742 3.673
0.041517 10.021 1.0531301498 3.1545786858    1.052  0.298  3.6973  3.903    0 4.025 6.378 4.687 3.944 3.726 3.645
0.041517 10.021 1.0545955896 3.1549372673    1.053  0.314  3.6911  3.863    0 3.986 6.439 4.694 3.922 3.690 3.601
0.041517 10.021 1.0557395220 3.1552166939    1.054  0.334  3.6866  3.826    0 3.936 6.463 4.680 3.886 3.644 3.549
0.041517 10.021 1.0564432144 3.1553881168    1.055  0.351  3.6842  3.799    0 3.892 6.457 4.655 3.851 3.603 3.505
0.041517 10.021 1.0577570200 3.1557075977    1.056  0.397  3.6810  3.741    0 3.777 6.392 4.566 3.747 3.492 3.389
0.041517 10.021 1.0587955713 3.1559596062    1.057  0.439  3.6790  3.691    0 3.672 6.317 4.476 3.649 3.390 3.283
0.041517 10.021 1.0597866774 3.1561994553    1.058  0.484  3.6775  3.641    0 3.560 6.230 4.377 3.544 3.281 3.172
0.041517 10.021 1.0606967211 3.1564192772    1.059  0.529  3.6762  3.591    0 3.448 6.137 4.275 3.438 3.171 3.061
0.041517 10.021 1.0614759922 3.1566073895    1.060  0.569  3.6751  3.546    0 3.347 6.050 4.181 3.340 3.071 2.959
0.041517 10.021 1.0622845888 3.1568019390    1.061  0.615  3.6740  3.497    0 3.233 5.953 4.076 3.232 2.960 2.846
0.041517 10.021 1.0629761219 3.1569683552    1.061  0.656  3.6729  3.451    0 3.129 5.869 3.982 3.132 2.857 2.742
0.041517 10.021 1.0636708736 3.1571350098    1.062  0.702  3.6717  3.401    0 3.016 5.779 3.880 3.024 2.746 2.629
0.041517 10.021 1.0642738342 3.1572797298    1.063  0.744  3.6704  3.354    0 2.911 5.696 3.785 2.923 2.643 2.523
0.041517 10.021 1.0648709536 3.1574227810    1.063  0.789  3.6690  3.304    0 2.798 5.610 3.686 2.817 2.533 2.411
0.041517 10.021 1.0653861761 3.1575460434    1.064  0.831  3.6676  3.257    0 2.694 5.531 3.594 2.719 2.430 2.306
0.041517 10.021 1.0658472776 3.1576561928    1.064  0.871  3.6662  3.211    0 2.591 5.456 3.505 2.623 2.331 2.204
0.041517 10.021 1.0662943125 3.1577630043    1.065  0.914  3.6646  3.162    0 2.485 5.379 3.413 2.523 2.226 2.097
0.041517 10.021 1.0666967630 3.1578588486    1.065  0.956  3.6630  3.114    0 2.380 5.305 3.324 2.426 2.125 1.993
0.041517 10.021 1.0670628548 3.1579461098    1.065  0.997  3.6614  3.066    0 2.277 5.234 3.236 2.330 2.025 1.890
0.041517 10.021 1.0673905611 3.1580243111    1.066  1.037  3.6597  3.019    0 2.178 5.166 3.153 2.238 1.928 1.791
0.041517 10.021 1.0677080154 3.1580998898    1.066  1.078  3.6579  2.971    0 2.074 5.099 3.067 2.144 1.828 1.688
0.041517 10.021 1.0680752993 3.1581871510    1.066  1.131  3.6555  2.909    0 1.943 5.016 2.960 2.026 1.702 1.558
0.041517 10.021 1.0684022903 3.1582648754    1.066  1.182  3.6531  2.848    0 1.815 4.938 2.856 1.911 1.579 1.431
0.041517 10.021 1.0687170029 3.1583397388    1.067  1.235  3.6505  2.785    0 1.682 4.857 2.749 1.791 1.450 1.298
0.041517 10.021 1.0689892769 3.1584043503    1.067  1.285  3.6479  2.725    0 1.557 4.785 2.651 1.683 1.331 1.174
0.041517 10.021 1.0692569017 3.1584677696    1.067  1.335  3.6453  2.664    0 1.431 4.713 2.553 1.574 1.211 1.049
0.041517 10.021 1.0695481300 3.1585369110    1.067  1.383  3.6428  2.606    0 1.312 4.646 2.460 1.471 1.098 0.931
0.041517 10.021 1.0697125196 3.1585757732    1.067  1.400  3.6419  2.586    0 1.269 4.620 2.426 1.433 1.057 0.889
0.041517 10.021 1.0698530674 3.1586091518    1.067  1.378  3.6434  2.614    0 1.326 4.646 2.467 1.480 1.110 0.945
0.041517 10.021 1.0700328350 3.1586518288    1.067  1.339  3.6460  2.663    0 1.422 4.689 2.535 1.560 1.200 1.039
0.041517 10.021 1.0700544119 3.1586568356    1.067  1.333  3.6464  2.671    0 1.438 4.697 2.547 1.573 1.215 1.055
0.041517 10.021 1.0701149702 3.1586711407    1.068  1.349  3.6455  2.652    0 1.398 4.676 2.517 1.539 1.178 1.016
0.041517 10.021 1.0703231096 3.1587204933    1.068  1.401  3.6425  2.587    0 1.267 4.606 2.417 1.427 1.053 0.886
0.041517 10.021 1.0705249310 3.1587681770    1.068  1.452  3.6396  2.525    0 1.140 4.539 2.321 1.318 0.933 0.761
0.041517 10.021 1.0707061291 3.1588110924    1.068  1.501  3.6368  2.465    0 1.018 4.483 2.233 1.220 0.818 0.640
0.041517 10.021 1.0708751678 3.1588511467    1.068  1.550  3.6338  2.404    0 0.895 4.435 2.148 1.120 0.701 0.517
0.041517 10.021 1.0710273981 3.1588871479    1.068  1.598  3.6309  2.344    0 0.774 4.389 2.064 1.022 0.587 0.397
0.041517 10.021 1.0711659193 3.1589198112    1.068  1.646  3.6279  2.284    0 0.654 4.345 1.984 0.931 0.475 0.278
0.041517 10.021 1.0712924004 3.1589498520    1.068  1.694  3.6248  2.224    0 0.535 4.301 1.906 0.843 0.363 0.160
0.041517 10.021 1.0714062452 3.1589765549    1.068  1.741  3.6218  2.165    0 0.418 4.261 1.830 0.757 0.254 0.044
0.041517 10.021 1.0715101957 3.1590011120    1.068  1.787  3.6186  2.106    0 0.302 4.222 1.757 0.676 0.146 -0.072
0.041517 10.021 1.0716055632 3.1590237617    1.068  1.834  3.6155  2.046    0 0.185 4.182 1.686 0.602 0.039 -0.188
0.041517 10.021 1.0716907978 3.1590437889    1.067  1.880  3.6123  1.988    0 0.071 4.143 1.617 0.530 -0.064 -0.300
0.041517 10.021 1.0717682838 3.1590621471    1.067  1.925  3.6091  1.930    0 -0.042 4.087 1.545 0.451 -0.164 -0.407
0.041517 10.021 1.0718398094 3.1590790749    1.067  1.970  3.6058  1.872    0 -0.155 4.025 1.477 0.379 -0.262 -0.515
0.041517 10.021 1.0719033480 3.1590940952    1.067  2.014  3.6025  1.815    0 -0.264 3.966 1.411 0.307 -0.356 -0.619
0.041517 10.021 1.0719621181 3.1591079235    1.067  2.058  3.5992  1.757    0 -0.374 3.904 1.347 0.234 -0.450 -0.722
0.041517 10.021 1.0720154047 3.1591205597    1.066  2.101  3.5959  1.701    0 -0.482 3.839 1.291 0.170 -0.538 -0.822
0.041517 10.021 1.0720635653 3.1591317654    1.066  2.143  3.5926  1.645    0 -0.587 3.774 1.237 0.104 -0.625 -0.920
0.041517 10.021 1.0721086264 3.1591424942    1.066  2.185  3.5892  1.589    0 -0.693 3.707 1.184 0.037 -0.711 -1.018
0.041517 10.021 1.0721499920 3.1591522694    1.065  2.227  3.5857  1.533    0 -0.799 3.637 1.141 -0.022 -0.793 -1.113
0.041517 10.021 1.0721869469 3.1591608524    1.065  2.268  3.5822  1.478    0 -0.900 3.584 1.106 -0.071 -0.873 -1.207
0.041517 10.021 1.0722210407 3.1591689587    1.064  2.309  3.5788  1.424    0 -1.001 3.555 1.084 -0.096 -0.952 -1.302
0.041517 10.021 1.0722531080 3.1591765881    1.064  2.349  3.5753  1.369    0 -1.103 3.526 1.075 -0.105 -1.026 -1.396
0.041517 10.021 1.0722819567 3.1591832638    1.063  2.389  3.5717  1.315    0 -1.202 3.500 1.068 -0.112 -1.098 -1.486
0.041517 10.021 1.0723081827 3.1591894627    1.063  2.427  3.5682  1.263    0 -1.297 3.476 1.072 -0.107 -1.162 -1.571
0.041517 10.021 1.0723328590 3.1591954231    1.062  2.466  3.5646  1.209    0 -1.394 3.454 1.088 -0.089 -1.223 -1.653
0.041517 10.021 1.0723558664 3.1592006683    1.062  2.504  3.5610  1.156    0 -1.490 3.435 1.107 -0.067 -1.282 -1.735
0.041517 10.021 1.0723766088 3.1592056751    1.061  2.541  3.5573  1.104    0 -1.583 3.420 1.148 -0.025 -1.329 -1.808
0.041517 10.021 1.0723955631 3.1592102051    1.060  2.578  3.5536  1.052    0 -1.674 3.406 1.194 0.022 -1.372 -1.876
0.041517 10.021 1.0724171400 3.1592152119    1.059  2.622  3.5492  0.989    0 -1.785 3.392 1.259 0.085 -1.419 -1.956
0.041517 10.021 1.0724337101 3.1592190266    1.058  2.658  3.5454  0.938    0 -1.876 3.386 1.340 0.156 -1.442 -2.009
0.041517 10.021 1.0724523067 3.1592235565    1.057  2.702  3.5409  0.876    0 -1.984 3.383 1.439 0.247 -1.471 -2.074
0.041517 10.021 1.0724694729 3.1592276096    1.056  2.745  3.5362  0.814    0 -2.092 3.384 1.569 0.353 -1.475 -2.119
0.041517 10.021 1.0724854469 3.1592311859    1.054  2.787  3.5315  0.752    0 -2.199 3.389 1.711 0.467 -1.472 -2.157
0.041517 10.021 1.0724997520 3.1592347622    1.053  2.829  3.5268  0.691    0 -2.301 3.402 1.881 0.598 -1.443 -2.173
0.041517 10.021 1.0725129843 3.1592378616    1.051  2.869  3.5222  0.631    0 -2.402 3.421 2.069 0.741 -1.400 -2.176
0.041517 10.021 1.0725252628 3.1592407227    1.049  2.909  3.5175  0.572    0 -2.502 3.446 2.276 0.904 -1.337 -2.163
0.041517 10.021 1.0725364685 3.1592433453    1.047  2.947  3.5128  0.514    0 -2.598 3.480 2.512 1.093 -1.251 -2.130
0.041517 10.021 1.0725470781 3.1592457294    1.045  2.986  3.5080  0.456    0 -2.694 3.516 2.734 1.266 -1.167 -2.099
0.041517 10.021 1.0725568533 3.1592481136    1.043  3.023  3.5033  0.399    0 -2.787 3.552 2.929 1.408 -1.088 -2.071
0.041517 10.021 1.0725659132 3.1592502594    1.040  3.060  3.4986  0.342    0 -2.879 3.592 3.116 1.537 -1.010 -2.042
0.041517 10.021 1.0725743771 3.1592521667    1.038  3.095  3.4940  0.287    0 -2.968 3.634 3.266 1.619 -0.938 -2.014
0.041517 10.021 1.0725822449 3.1592540741    1.035  3.130  3.4893  0.231    0 -3.056 3.681 3.413 1.698 -0.865 -1.984
0.041517 10.021 1.0725895166 3.1592557430    1.031  3.164  3.4846  0.177    0 -3.141 3.714 3.461 1.692 -0.851 -1.992
0.041517 10.021 1.0725961924 3.1592574120    1.028  3.197  3.4799  0.124    0 -3.223 3.752 3.513 1.689 -0.831 -1.995
0.041517 10.021 1.0726025105 3.1592588425    1.024  3.229  3.4754  0.073    0 -3.303 3.777 3.535 1.676 -0.844 -2.023
0.041517 10.021 1.0726084709 3.1592602730    1.020  3.261  3.4707  0.020    0 -3.383 3.809 3.560 1.664 -0.851 -2.045
0.041517 10.021 1.0726140738 3.1592617035    1.015  3.292  3.4660 -0.031    0 -3.460 3.837 3.572 1.649 -0.872 -2.078
