# File generated by CMD 3.2 (http://stev.oapd.inaf.it/cmd) on Fri Mar  8 04:16:14 CET 2019
# PARSEC isochrones, release v1.1 (Bressan et al. 2012)
# Basic reference: Bressan et al. (2012), MNRAS, 427, 127
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: CFHT/Megacam <i>u*g'r'i'z'</i>
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Chabrier (2001) lognormal 
# Kind of output: isochrone tables
# Zini logAge Mini int_IMF  Mass   logL    logTe  logg  label 	 mbolmag  u*mag   g'mag   r'mag   i'mag   z'mag
0.041517 9.978 0.7438644171 3.0457611084    0.744 -0.737  3.6537  4.613    0 6.611 9.833 7.723 6.726 6.346 6.202
0.041517 9.978 0.7485106587 3.0480661392    0.749 -0.723  3.6554  4.609    0 6.578 9.768 7.670 6.679 6.310 6.170
0.041517 9.978 0.7583884001 3.0528757572    0.758 -0.694  3.6594  4.601    0 6.504 9.623 7.552 6.576 6.229 6.097
0.041517 9.978 0.7901200652 3.0675370693    0.790 -0.600  3.6721  4.576    0 6.269 9.151 7.182 6.270 5.977 5.866
0.041517 9.978 0.7982128263 3.0710947514    0.798 -0.576  3.6753  4.569    0 6.209 9.030 7.090 6.196 5.914 5.807
0.041517 9.978 0.8201323748 3.0803711414    0.820 -0.509  3.6842  4.550    0 6.043 8.700 6.838 5.994 5.740 5.646
0.041517 9.978 0.8448215723 3.0902295113    0.844 -0.435  3.6940  4.527    0 5.857 8.341 6.565 5.776 5.547 5.466
0.041517 9.978 0.8479149342 3.0914232731    0.847 -0.425  3.6952  4.524    0 5.834 8.296 6.532 5.749 5.523 5.443
0.041517 9.978 0.8678931594 3.0989227295    0.867 -0.364  3.7027  4.503    0 5.681 8.013 6.319 5.576 5.368 5.297
0.041517 9.978 0.8923652768 3.1076407433    0.892 -0.289  3.7114  4.475    0 5.494 7.682 6.067 5.368 5.179 5.118
0.041517 9.978 0.8976170421 3.1094481945    0.897 -0.273  3.7132  4.469    0 5.454 7.614 6.015 5.325 5.138 5.080
0.041517 9.978 0.9000805020 3.1102883816    0.899 -0.266  3.7140  4.466    0 5.435 7.583 5.991 5.304 5.119 5.062
0.041517 9.978 0.9134530425 3.1147692204    0.913 -0.225  3.7183  4.448    0 5.331 7.413 5.859 5.193 5.016 4.963
0.041517 9.978 0.9259474277 3.1188359261    0.925 -0.186  3.7220  4.430    0 5.235 7.259 5.739 5.089 4.919 4.871
0.041517 9.978 0.9383612871 3.1227664948    0.938 -0.148  3.7255  4.412    0 5.139 7.111 5.622 4.988 4.824 4.780
0.041517 9.978 0.9473192096 3.1255373955    0.947 -0.120  3.7279  4.398    0 5.071 7.008 5.539 4.916 4.756 4.714
0.041517 9.978 0.9499385953 3.1263375282    0.949 -0.112  3.7285  4.394    0 5.051 6.978 5.515 4.895 4.736 4.695
0.041517 9.978 0.9606106281 3.1295511723    0.960 -0.080  3.7309  4.376    0 4.969 6.861 5.420 4.810 4.655 4.617
0.041517 9.978 0.9711584449 3.1326560974    0.971 -0.048  3.7330  4.357    0 4.889 6.751 5.328 4.727 4.576 4.540
0.041517 9.978 0.9807155132 3.1354105473    0.980 -0.018  3.7349  4.338    0 4.814 6.649 5.243 4.650 4.502 4.468
0.041517 9.978 0.9951305389 3.1394622326    0.995  0.031  3.7377  4.308    0 4.694 6.487 5.106 4.526 4.383 4.352
0.041517 9.978 0.9970213175 3.1399848461    0.997  0.037  3.7381  4.304    0 4.678 6.466 5.088 4.510 4.367 4.336
0.041517 9.978 0.9989702106 3.1405215263    0.999  0.044  3.7385  4.300    0 4.661 6.444 5.070 4.493 4.351 4.320
0.041517 9.978 1.0084489584 3.1430995464    1.008  0.077  3.7400  4.276    0 4.576 6.337 4.977 4.407 4.267 4.238
0.041517 9.978 1.0191878080 3.1459577084    1.019  0.117  3.7412  4.246    0 4.478 6.220 4.872 4.308 4.170 4.142
0.041517 9.978 1.0291783810 3.1485588551    1.028  0.154  3.7418  4.215    0 4.384 6.115 4.774 4.213 4.076 4.049
0.041517 9.978 1.0377763510 3.1507544518    1.037  0.188  3.7418  4.185    0 4.300 6.028 4.690 4.130 3.993 3.966
0.041517 9.978 1.0406643152 3.1514830589    1.040  0.199  3.7417  4.174    0 4.272 6.001 4.662 4.102 3.965 3.937
0.041517 9.978 1.0467233658 3.1529974937    1.046  0.223  3.7413  4.152    0 4.212 5.945 4.604 4.043 3.905 3.877
0.041517 9.978 1.0471576452 3.1531054974    1.046  0.225  3.7413  4.150    0 4.208 5.940 4.600 4.039 3.901 3.873
0.041517 9.978 1.0537803173 3.1547379494    1.053  0.252  3.7400  4.121    0 4.141 5.888 4.540 3.974 3.834 3.804
0.041517 9.978 1.0596698523 3.1561710835    1.059  0.275  3.7384  4.093    0 4.082 5.850 4.490 3.918 3.775 3.743
0.041517 9.978 1.0644931793 3.1573321819    1.063  0.294  3.7359  4.066    0 4.036 5.834 4.456 3.875 3.728 3.693
0.041517 9.978 1.0699086189 3.1586222649    1.069  0.312  3.7311  4.031    0 3.990 5.849 4.436 3.837 3.681 3.641
0.041517 9.978 1.0754528046 3.1599285603    1.074  0.325  3.7232  3.989    0 3.957 5.921 4.447 3.817 3.649 3.599
0.041517 9.978 1.0801663399 3.1610276699    1.079  0.326  3.7100  3.937    0 3.955 6.106 4.526 3.842 3.649 3.584
0.041517 9.978 1.0827380419 3.1616230011    1.081  0.329  3.6991  3.891    0 3.948 6.269 4.595 3.862 3.647 3.569
0.041517 9.978 1.0843170881 3.1619870663    1.083  0.344  3.6924  3.850    0 3.909 6.340 4.607 3.842 3.613 3.526
0.041517 9.978 1.0855494738 3.1622705460    1.084  0.365  3.6876  3.811    0 3.858 6.366 4.593 3.806 3.566 3.472
0.041517 9.978 1.0863075256 3.1624443531    1.085  0.383  3.6852  3.783    0 3.812 6.359 4.567 3.768 3.523 3.425
0.041517 9.978 1.0877060890 3.1627645493    1.086  0.429  3.6820  3.725    0 3.697 6.293 4.477 3.664 3.411 3.309
0.041517 9.978 1.0888117552 3.1630170345    1.087  0.472  3.6800  3.675    0 3.591 6.216 4.385 3.565 3.308 3.203
0.041517 9.978 1.0898667574 3.1632575989    1.088  0.517  3.6784  3.624    0 3.478 6.129 4.286 3.459 3.198 3.091
0.041517 9.978 1.0908353329 3.1634778976    1.089  0.561  3.6771  3.575    0 3.368 6.038 4.185 3.354 3.090 2.980
0.041517 9.978 1.0916645527 3.1636660099    1.090  0.602  3.6760  3.530    0 3.266 5.952 4.092 3.257 2.990 2.879
0.041517 9.978 1.0925251245 3.1638610363    1.091  0.647  3.6747  3.480    0 3.153 5.859 3.990 3.149 2.880 2.766
0.041517 9.978 1.0932610035 3.1640276909    1.092  0.688  3.6736  3.435    0 3.050 5.777 3.897 3.051 2.778 2.663
0.041517 9.978 1.0940002203 3.1641945839    1.092  0.733  3.6723  3.385    0 2.938 5.689 3.796 2.944 2.668 2.551
0.041517 9.978 1.0946418047 3.1643395424    1.093  0.774  3.6711  3.339    0 2.834 5.608 3.703 2.844 2.566 2.447
0.041517 9.978 1.0952771902 3.1644825935    1.094  0.819  3.6696  3.288    0 2.722 5.523 3.604 2.738 2.456 2.335
0.041517 9.978 1.0958253145 3.1646060944    1.094  0.861  3.6682  3.241    0 2.618 5.446 3.514 2.641 2.354 2.231
0.041517 9.978 1.0963158607 3.1647164822    1.095  0.901  3.6667  3.195    0 2.517 5.373 3.426 2.546 2.256 2.130
0.041517 9.978 1.0964256525 3.1647410393    1.095  0.911  3.6664  3.184    0 2.494 5.356 3.406 2.524 2.233 2.106
0.041517 9.978 1.0964525938 3.1647469997    1.095  0.913  3.6663  3.181    0 2.487 5.351 3.401 2.519 2.227 2.100
0.041517 9.978 1.0968523026 3.1648368835    1.095  0.953  3.6647  3.135    0 2.386 5.280 3.314 2.425 2.128 1.999
0.041517 9.978 1.0972220898 3.1649198532    1.095  0.994  3.6631  3.088    0 2.285 5.209 3.228 2.330 2.029 1.898
0.041517 9.978 1.0976581573 3.1650176048    1.096  1.046  3.6609  3.027    0 2.154 5.120 3.118 2.209 1.903 1.768
0.041517 9.978 1.0980346203 3.1651020050    1.096  1.096  3.6586  2.968    0 2.030 5.040 3.015 2.096 1.782 1.644
0.041517 9.978 1.0983910561 3.1651818752    1.096  1.148  3.6563  2.907    0 1.901 4.959 2.910 1.979 1.658 1.515
0.041517 9.978 1.0987142324 3.1652541161    1.097  1.199  3.6538  2.846    0 1.773 4.881 2.806 1.864 1.535 1.388
0.041517 9.978 1.0990062952 3.1653194427    1.097  1.249  3.6513  2.786    0 1.647 4.806 2.705 1.752 1.414 1.263
0.041517 9.978 1.0992701054 3.1653785706    1.097  1.298  3.6488  2.727    0 1.524 4.735 2.609 1.644 1.297 1.141
0.041517 9.978 1.0995177031 3.1654338837    1.097  1.346  3.6462  2.669    0 1.404 4.667 2.515 1.541 1.182 1.022
0.041517 9.978 1.0997778177 3.1654918194    1.097  1.390  3.6439  2.615    0 1.294 4.606 2.430 1.446 1.078 0.913
0.041517 9.978 1.1000124216 3.1655442715    1.098  1.421  3.6423  2.579    0 1.219 4.563 2.371 1.380 1.006 0.838
0.041517 9.978 1.1001489162 3.1655747890    1.098  1.397  3.6438  2.608    0 1.276 4.588 2.413 1.428 1.060 0.895
0.041517 9.978 1.1003233194 3.1656136513    1.098  1.360  3.6463  2.656    0 1.371 4.631 2.481 1.507 1.149 0.989
0.041517 9.978 1.1003441811 3.1656181812    1.098  1.353  3.6467  2.664    0 1.387 4.638 2.492 1.519 1.164 1.004
0.041517 9.978 1.1005043983 3.1656539440    1.098  1.397  3.6443  2.611    0 1.279 4.581 2.410 1.427 1.061 0.897
0.041517 9.978 1.1007045507 3.1656985283    1.098  1.447  3.6414  2.550    0 1.153 4.515 2.315 1.319 0.942 0.773
0.041517 9.978 1.1008884907 3.1657395363    1.098  1.495  3.6386  2.490    0 1.032 4.455 2.225 1.218 0.827 0.653
0.041517 9.978 1.1010587215 3.1657774448    1.098  1.544  3.6357  2.430    0 0.910 4.406 2.140 1.120 0.712 0.532
0.041517 9.978 1.1012129784 3.1658117771    1.098  1.592  3.6328  2.370    0 0.791 4.362 2.058 1.024 0.600 0.414
0.041517 9.978 1.1013523340 3.1658427715    1.098  1.639  3.6298  2.311    0 0.674 4.319 1.978 0.929 0.489 0.297
0.041517 9.978 1.1014821529 3.1658716202    1.098  1.686  3.6268  2.252    0 0.555 4.275 1.900 0.842 0.378 0.179
0.041517 9.978 1.1015998125 3.1658978462    1.098  1.733  3.6238  2.193    0 0.438 4.234 1.823 0.756 0.268 0.063
0.041517 9.978 1.1017050743 3.1659212112    1.098  1.779  3.6207  2.135    0 0.323 4.196 1.750 0.671 0.162 -0.050
0.041517 9.978 1.1018019915 3.1659429073    1.098  1.824  3.6176  2.077    0 0.209 4.157 1.679 0.597 0.057 -0.164
0.041517 9.978 1.1018898487 3.1659624577    1.098  1.870  3.6145  2.019    0 0.096 4.120 1.611 0.526 -0.047 -0.276
0.041517 9.978 1.1019704342 3.1659803391    1.098  1.915  3.6113  1.961    0 -0.017 4.073 1.540 0.449 -0.148 -0.386
0.041517 9.978 1.1020432711 3.1659965515    1.098  1.959  3.6081  1.904    0 -0.128 4.015 1.471 0.374 -0.246 -0.492
0.041517 9.978 1.1021102667 3.1660113335    1.097  2.004  3.6049  1.846    0 -0.240 3.955 1.404 0.303 -0.342 -0.597
0.041517 9.978 1.1021709442 3.1660249233    1.097  2.048  3.6015  1.789    0 -0.349 3.896 1.340 0.230 -0.436 -0.701
0.041517 9.978 1.1022254229 3.1660370827    1.097  2.090  3.5983  1.733    0 -0.455 3.834 1.280 0.163 -0.525 -0.800
0.041517 9.978 1.1022763252 3.1660482883    1.097  2.133  3.5950  1.677    0 -0.562 3.769 1.224 0.098 -0.613 -0.900
0.041517 9.978 1.1023234129 3.1660587788    1.096  2.176  3.5915  1.620    0 -0.669 3.703 1.169 0.030 -0.701 -0.999
0.041517 9.978 1.1023651361 3.1660680771    1.096  2.217  3.5882  1.566    0 -0.772 3.637 1.121 -0.033 -0.783 -1.093
0.041517 9.978 1.1024039984 3.1660766602    1.096  2.258  3.5848  1.511    0 -0.875 3.568 1.080 -0.091 -0.863 -1.186
0.041517 9.978 1.1024407148 3.1660847664    1.095  2.300  3.5812  1.454    0 -0.980 3.531 1.050 -0.130 -0.946 -1.285
0.041517 9.978 1.1024726629 3.1660919189    1.095  2.339  3.5778  1.401    0 -1.078 3.502 1.034 -0.147 -1.021 -1.377
0.041517 9.978 1.1025030613 3.1660985947    1.094  2.379  3.5743  1.347    0 -1.178 3.474 1.025 -0.156 -1.094 -1.468
0.041517 9.978 1.1025309563 3.1661047935    1.094  2.418  3.5707  1.294    0 -1.276 3.449 1.018 -0.162 -1.165 -1.559
0.041517 9.978 1.1025570631 3.1661107540    1.093  2.458  3.5671  1.239    0 -1.375 3.425 1.030 -0.149 -1.229 -1.644
0.041517 9.978 1.1025799513 3.1661157608    1.093  2.495  3.5636  1.188    0 -1.467 3.405 1.046 -0.131 -1.287 -1.723
0.041517 9.978 1.1026016474 3.1661205292    1.092  2.533  3.5600  1.136    0 -1.562 3.386 1.065 -0.109 -1.345 -1.804
0.041517 9.978 1.1026219130 3.1661250591    1.091  2.570  3.5562  1.083    0 -1.655 3.373 1.114 -0.059 -1.388 -1.874
0.041517 9.978 1.1026407480 3.1661291122    1.091  2.607  3.5525  1.030    0 -1.749 3.359 1.162 -0.010 -1.432 -1.943
0.041517 9.978 1.1026619673 3.1661338806    1.090  2.653  3.5479  0.966    0 -1.861 3.347 1.240 0.062 -1.473 -2.019
0.041517 9.978 1.1026815176 3.1661381721    1.089  2.697  3.5433  0.903    0 -1.972 3.342 1.340 0.152 -1.502 -2.085
0.041517 9.978 1.1026993990 3.1661422253    1.087  2.741  3.5387  0.840    0 -2.082 3.341 1.451 0.250 -1.522 -2.144
0.041517 9.978 1.1027159691 3.1661460400    1.086  2.784  3.5339  0.778    0 -2.190 3.344 1.592 0.361 -1.520 -2.184
0.041517 9.978 1.1027309895 3.1661493778    1.085  2.826  3.5293  0.716    0 -2.295 3.351 1.740 0.480 -1.511 -2.217
0.041517 9.978 1.1027448177 3.1661522388    1.083  2.867  3.5245  0.655    0 -2.398 3.369 1.929 0.624 -1.468 -2.221
0.041517 9.978 1.1027578115 3.1661550999    1.081  2.908  3.5197  0.595    0 -2.501 3.390 2.124 0.772 -1.422 -2.222
0.041517 9.978 1.1027696133 3.1661577225    1.079  2.948  3.5149  0.535    0 -2.600 3.422 2.357 0.959 -1.338 -2.192
0.041517 9.978 1.1027805805 3.1661603451    1.077  2.987  3.5101  0.476    0 -2.698 3.459 2.605 1.160 -1.246 -2.157
0.041517 9.978 1.1027908325 3.1661624908    1.075  3.026  3.5052  0.416    0 -2.795 3.496 2.806 1.305 -1.166 -2.128
0.041517 9.978 1.1028004885 3.1661646366    1.073  3.064  3.5004  0.358    0 -2.890 3.536 3.015 1.459 -1.081 -2.096
0.041517 9.978 1.1028093100 3.1661665440    1.070  3.101  3.4956  0.301    0 -2.982 3.577 3.168 1.545 -1.010 -2.070
0.041517 9.978 1.1028175354 3.1661684513    1.067  3.137  3.4907  0.244    0 -3.073 3.627 3.337 1.641 -0.924 -2.032
0.041517 9.978 1.1028251648 3.1661701202    1.064  3.173  3.4859  0.188    0 -3.162 3.663 3.405 1.651 -0.899 -2.035
0.041517 9.978 1.1028321981 3.1661717892    1.061  3.208  3.4810  0.132    0 -3.249 3.702 3.459 1.647 -0.879 -2.038
0.041517 9.978 1.1028388739 3.1661732197    1.057  3.241  3.4761  0.077    0 -3.334 3.732 3.489 1.636 -0.885 -2.062
0.041517 9.978 1.1028451920 3.1661746502    1.053  3.275  3.4713  0.023    0 -3.417 3.765 3.515 1.624 -0.893 -2.085
0.041517 9.978 1.1028510332 3.1661758423    1.048  3.307  3.4664 -0.031    0 -3.498 3.795 3.530 1.608 -0.912 -2.118
0.041517 9.978 1.1028575897 3.1661772728    1.043  3.345  3.4606 -0.094    0 -3.592 3.827 3.541 1.589 -0.942 -2.162
0.041517 9.978 1.1028630733 3.1661784649    1.037  3.376  3.4557 -0.148    0 -3.670 3.842 3.544 1.581 -0.979 -2.213
0.041517 9.978 1.1028673649 3.1661794186    1.032  1.660  3.6428  2.315    4 0.619 3.999 1.772 0.771 0.406 0.239
0.041517 9.978 1.1029775143 3.1662039757    1.032  1.674  3.6418  2.297    4 0.585 3.990 1.750 0.742 0.374 0.204
0.041517 9.978 1.1030961275 3.1662302017    1.032  1.676  3.6419  2.295    4 0.581 3.984 1.745 0.737 0.369 0.200
0.041517 9.978 1.1032042503 3.1662542820    1.032  1.674  3.6423  2.299    4 0.586 3.980 1.746 0.740 0.374 0.205
0.041517 9.978 1.1033252478 3.1662809849    1.032  1.670  3.6429  2.305    4 0.594 3.976 1.748 0.745 0.381 0.213
0.041517 9.978 1.1034444571 3.1663074493    1.032  1.667  3.6434  2.310    4 0.602 3.972 1.750 0.750 0.388 0.221
0.041517 9.978 1.1035652161 3.1663343906    1.032  1.664  3.6439  2.315    4 0.610 3.968 1.752 0.755 0.395 0.229
0.041517 9.978 1.1036827564 3.1663603783    1.032  1.661  3.6444  2.320    4 0.618 3.964 1.753 0.759 0.401 0.236
0.041517 9.978 1.1037915945 3.1663844585    1.032  1.658  3.6448  2.325    4 0.624 3.960 1.755 0.763 0.407 0.243
0.041517 9.978 1.1039073467 3.1664099693    1.032  1.656  3.6453  2.329    4 0.631 3.956 1.756 0.767 0.413 0.249
0.041517 9.978 1.1040208340 3.1664352417    1.032  1.653  3.6457  2.333    4 0.637 3.952 1.757 0.771 0.418 0.256
0.041517 9.978 1.1041346788 3.1664602757    1.032  1.651  3.6461  2.337    4 0.643 3.949 1.758 0.774 0.423 0.261
0.041517 9.978 1.1042579412 3.1664876938    1.032  1.649  3.6465  2.341    4 0.648 3.945 1.759 0.777 0.428 0.266
0.041517 9.978 1.1043679714 3.1665120125    1.032  1.647  3.6469  2.344    4 0.652 3.941 1.759 0.779 0.431 0.270
0.041517 9.978 1.1043827534 3.1665153503    1.032  1.647  3.6469  2.344    4 0.653 3.941 1.759 0.779 0.431 0.271
0.041517 9.978 1.1044977903 3.1665406227    1.032  1.646  3.6472  2.347    4 0.656 3.937 1.759 0.781 0.434 0.274
0.041517 9.978 1.1046084166 3.1665651798    1.032  1.645  3.6475  2.349    4 0.659 3.933 1.759 0.782 0.436 0.276
0.041517 9.978 1.1047208309 3.1665899754    1.032  1.644  3.6477  2.351    4 0.661 3.930 1.758 0.782 0.438 0.278
0.041517 9.978 1.1048320532 3.1666145325    1.032  1.643  3.6479  2.352    4 0.662 3.927 1.757 0.782 0.438 0.280
0.041517 9.978 1.1049462557 3.1666398048    1.032  1.643  3.6481  2.353    4 0.662 3.923 1.755 0.782 0.439 0.280
0.041517 9.978 1.1050604582 3.1666650772    1.032  1.643  3.6482  2.353    4 0.661 3.920 1.753 0.780 0.437 0.279
0.041517 9.978 1.1051685810 3.1666889191    1.032  1.644  3.6483  2.353    4 0.660 3.917 1.751 0.778 0.436 0.277
0.041517 9.978 1.1052000523 3.1666960716    1.032  1.644  3.6483  2.352    4 0.659 3.916 1.750 0.777 0.435 0.277
0.041517 9.978 1.1052848101 3.1667146683    1.032  1.646  3.6483  2.351    4 0.656 3.914 1.747 0.774 0.432 0.274
0.041517 9.978 1.1053990126 3.1667399406    1.032  1.647  3.6483  2.349    4 0.651 3.911 1.743 0.770 0.427 0.269
0.041517 9.978 1.1055073738 3.1667637825    1.032  1.650  3.6481  2.346    4 0.646 3.908 1.738 0.765 0.422 0.263
0.041517 9.978 1.1056181192 3.1667883396    1.032  1.653  3.6480  2.342    4 0.637 3.904 1.733 0.758 0.414 0.255
0.041517 9.978 1.1057263613 3.1668121815    1.032  1.657  3.6477  2.337    4 0.627 3.901 1.726 0.749 0.404 0.245
0.041517 9.978 1.1058388948 3.1668369770    1.032  1.663  3.6473  2.330    4 0.614 3.897 1.717 0.738 0.392 0.231
0.041517 9.978 1.1059471369 3.1668608189    1.032  1.669  3.6468  2.322    4 0.597 3.893 1.706 0.724 0.376 0.215
0.041517 9.978 1.1060566902 3.1668851376    1.032  1.677  3.6462  2.311    4 0.577 3.889 1.694 0.708 0.358 0.196
0.041517 9.978 1.1061657667 3.1669089794    1.032  1.687  3.6454  2.298    4 0.553 3.884 1.679 0.688 0.335 0.171
0.041517 9.978 1.1062836647 3.1669349670    1.032  1.703  3.6440  2.277    4 0.514 3.877 1.655 0.656 0.298 0.132
0.041517 9.978 1.1063956022 3.1669597626    1.032  1.725  3.6421  2.247    4 0.457 3.868 1.621 0.611 0.245 0.077
0.041517 9.978 1.1064757109 3.1669774055    1.032  1.765  3.6386  2.193    4 0.356 3.854 1.563 0.533 0.151 -0.023
0.041517 9.978 1.1065112352 3.1669852734    1.032  1.802  3.6354  2.143    4 0.265 3.841 1.512 0.465 0.068 -0.113
0.041517 9.978 1.1065342426 3.1669902802    1.032  1.839  3.6322  2.093    4 0.172 3.828 1.459 0.395 -0.018 -0.205
0.041517 9.978 1.1065499783 3.1669938564    1.032  1.880  3.6287  2.039    4 0.071 3.812 1.402 0.322 -0.112 -0.305
0.041517 9.978 1.1065584421 3.1669955254    1.032  1.916  3.6256  1.990    4 -0.019 3.796 1.353 0.262 -0.193 -0.393
0.041517 9.978 1.1065644026 3.1669969559    1.032  1.953  3.6223  1.939    4 -0.113 3.770 1.298 0.197 -0.277 -0.483
0.041517 9.978 1.1065683365 3.1669979095    1.032  1.992  3.6188  1.887    4 -0.211 3.739 1.241 0.131 -0.363 -0.577
0.041517 9.978 1.1065709591 3.1669983864    1.032  2.030  3.6155  1.835    4 -0.306 3.704 1.188 0.072 -0.445 -0.668
0.041517 9.978 1.1065728664 3.1669988632    1.032  2.068  3.6122  1.784    4 -0.401 3.668 1.133 0.010 -0.528 -0.758
0.041517 9.978 1.1065732241 3.1669988632    1.032  2.077  3.6115  1.773    4 -0.422 3.660 1.121 -0.005 -0.546 -0.777
0.041517 9.978 1.1065733433 3.1669988632    1.032  2.078  3.6113  1.771    4 -0.426 3.658 1.119 -0.007 -0.549 -0.781
0.041517 9.978 1.1065753698 3.1669993401    1.032  2.126  3.6071  1.706    4 -0.546 3.603 1.053 -0.081 -0.651 -0.894
0.041517 9.978 1.1065772772 3.1669998169    1.032  2.167  3.6034  1.650    4 -0.648 3.553 0.998 -0.144 -0.736 -0.990
0.041517 9.978 1.1065824032 3.1670010090    1.032  2.198  3.6007  1.608    4 -0.726 3.513 0.956 -0.194 -0.801 -1.063
0.041517 9.978 1.1065884829 3.1670022011    1.032  2.150  3.6051  1.674    4 -0.605 3.572 1.020 -0.118 -0.701 -0.950
0.041517 9.978 1.1066036224 3.1670055389    1.032  2.089  3.6106  1.757    4 -0.452 3.644 1.101 -0.028 -0.573 -0.806
0.041517 9.978 1.1066215038 3.1670095921    1.031  2.060  3.6130  1.795    4 -0.381 3.673 1.142 0.021 -0.511 -0.739
0.041517 9.978 1.1067279577 3.1670329571    1.031  2.076  3.6117  1.774    4 -0.419 3.659 1.121 -0.004 -0.544 -0.775
0.041517 9.978 1.1068015099 3.1670491695    1.031  2.122  3.6076  1.711    4 -0.535 3.607 1.057 -0.076 -0.642 -0.884
0.041517 9.978 1.1068511009 3.1670601368    1.030  2.165  3.6037  1.652    4 -0.643 3.554 1.000 -0.141 -0.732 -0.986
0.041517 9.978 1.1068893671 3.1670684814    1.030  2.207  3.5999  1.595    4 -0.748 3.501 0.944 -0.209 -0.820 -1.084
0.041517 9.978 1.1069204807 3.1670753956    1.030  2.249  3.5960  1.537    4 -0.854 3.442 0.898 -0.267 -0.903 -1.180
0.041517 9.978 1.1069462299 3.1670811176    1.029  2.291  3.5921  1.480    4 -0.958 3.395 0.856 -0.323 -0.987 -1.278
0.041517 9.978 1.1069682837 3.1670858860    1.029  2.332  3.5882  1.423    4 -1.061 3.373 0.828 -0.359 -1.070 -1.376
0.041517 9.978 1.1069877148 3.1670901775    1.029  2.373  3.5842  1.366    4 -1.163 3.350 0.808 -0.384 -1.150 -1.473
0.041517 9.978 1.1070048809 3.1670939922    1.029  2.414  3.5803  1.309    4 -1.265 3.329 0.788 -0.409 -1.229 -1.570
0.041517 9.978 1.1070206165 3.1670973301    1.028  2.454  3.5762  1.253    4 -1.366 3.308 0.791 -0.407 -1.300 -1.662
0.041517 9.978 1.1070351601 3.1671006680    1.028  2.495  3.5722  1.196    4 -1.467 3.289 0.794 -0.403 -1.370 -1.754
0.041517 9.978 1.1070486307 3.1671035290    1.027  2.535  3.5680  1.139    4 -1.567 3.273 0.812 -0.383 -1.434 -1.841
0.041517 9.978 1.1070612669 3.1671063900    1.027  2.575  3.5637  1.081    4 -1.668 3.258 0.843 -0.348 -1.493 -1.926
0.041517 9.978 1.1070729494 3.1671090126    1.026  2.616  3.5593  1.023    4 -1.770 3.246 0.882 -0.304 -1.550 -2.011
0.041517 9.978 1.1070836782 3.1671111584    1.026  2.655  3.5550  0.966    4 -1.868 3.239 0.949 -0.236 -1.590 -2.081
0.041517 9.978 1.1070944071 3.1671135426    1.025  2.696  3.5505  0.907    4 -1.970 3.235 1.023 -0.162 -1.629 -2.154
0.041517 9.978 1.1071044207 3.1671159267    1.025  2.740  3.5454  0.843    4 -2.079 3.239 1.140 -0.054 -1.651 -2.216
0.041517 9.978 1.1071122885 3.1671175957    1.024  2.787  3.5398  0.772    4 -2.198 3.248 1.280 0.078 -1.671 -2.281
0.041517 9.978 1.1071174145 3.1671187878    1.023  2.832  3.5343  0.705    4 -2.310 3.261 1.453 0.219 -1.656 -2.315
0.041517 9.978 1.1071212292 3.1671195030    1.023  2.873  3.5292  0.643    4 -2.413 3.278 1.627 0.361 -1.635 -2.340
0.041517 9.978 1.1071245670 3.1671202183    1.022  2.914  3.5240  0.582    4 -2.516 3.306 1.845 0.529 -1.577 -2.333
0.041517 9.978 1.1071275473 3.1671209335    1.022  2.953  3.5190  0.522    4 -2.613 3.339 2.067 0.704 -1.511 -2.318
0.041517 9.978 1.1071302891 3.1671214104    1.021  2.991  3.5140  0.464    4 -2.708 3.381 2.330 0.917 -1.409 -2.275
0.041517 9.978 1.1071330309 3.1671221256    1.021  3.027  3.5091  0.408    4 -2.799 3.425 2.580 1.118 -1.311 -2.233
0.041517 9.978 1.1071356535 3.1671226025    1.020  3.064  3.5041  0.351    4 -2.889 3.469 2.796 1.278 -1.219 -2.195
0.041517 9.978 1.1071383953 3.1671233177    1.019  3.101  3.4989  0.293    4 -2.982 3.520 3.019 1.440 -1.121 -2.151
0.041517 9.978 1.1071412563 3.1671240330    1.018  3.137  3.4938  0.236    4 -3.072 3.575 3.199 1.543 -1.027 -2.108
0.041517 9.978 1.1071441174 3.1671245098    1.017  3.172  3.4886  0.179    4 -3.161 3.630 3.356 1.627 -0.944 -2.070
0.041517 9.978 1.1071470976 3.1671252251    1.015  3.202  3.4842  0.131    4 -3.236 3.666 3.406 1.625 -0.924 -2.071
0.041517 9.978 1.1071491241 3.1671257019    1.014  3.224  3.4810  0.096    4 -3.290 3.695 3.445 1.625 -0.907 -2.070
0.041517 9.978 1.1071505547 3.1671259403    1.013  3.233  3.4797  0.082    4 -3.312 3.705 3.458 1.624 -0.903 -2.072
0.041517 9.978 1.1071513891 3.1671261787    1.013  3.253  3.4765  0.048    4 -3.363 3.725 3.475 1.618 -0.909 -2.087
0.041517 9.978 1.1071519852 3.1671264172    1.012  3.244  3.4780  0.063    4 -3.340 3.715 3.466 1.620 -0.907 -2.081
